114	According to the Universal Declaration of Human Rights, human rights are rights that every human has regardless of race, skin color, gender, language, religion, opinions, family background, social or economic status, birth, or nationality. \r\n\r\nIn the article, Engo-Monsen says that he views access to the Internet as a human right.\r\n\r\nDo you agree or disagree that access to the internet is a human right? Why or why not? 	According to the Universal Declaration of Human Rights, human rights are rights that every human has regardless of race, skin color, gender, language, religion, opinions, family background, social or economic status, birth, or nationality. \r\n\r\nIn the article, Engo-Monsen says that he views access to the Internet as a human right.\r\n\r\nDo you agree or disagree that access to the internet is a human right? Why or why not? 	According to the Universal Declaration of Human Rights, human rights are rights that every human has regardless of race, skin color, gender, language, religion, opinions, family background, social or economic status, birth, or nationality. \r\n\r\nIn the article, Engo-Monsen says that he views access to the Internet as a human right.\r\n\r\nDo you agree or disagree that access to the internet is a human right? Why or why not? 
115	In the article, you read that Cubans have not had reliable access to the internet in the same way that people  in other countries have. \r\n\r\nAccording to the article, how is life different for Cubans who do not have access to the internet than for Cubans who do have access to the internet? \r\n\r\nHow might your life be different if you had less (or more) access to the internet? 	In the article, you read that Cubans have not had reliable access to the internet in the same way that people  in other countries have. \r\n\r\nAccording to the article, how is life different for Cubans who do not have access to the internet than for Cubans who do have access to the internet? \r\n\r\nHow might your life be different if you had less (or more) access to the internet? 	In the article, you read that Cubans have not had reliable access to the internet in the same way that people  in other countries have. \r\n\r\nAccording to the article, how is life different for Cubans who do not have access to the internet than for Cubans who do have access to the internet? \r\n\r\nHow might your life be different if you had less (or more) access to the internet? 
116	According to the article, why do researchers think that children with ASD will think talking to robots is easier than talking to real humans? \r\n\r\nDo you think it would be easier to talk to robots than to real people? Why or why not? 	According to the article, why do researchers think that children with ASD will find communicating with robots easier than communicating with real people? \r\n\r\nDo you think it would be easier to communicate with robots than with real people? Why or why not? 	In the article, you read about how Rene the Robot is helping diagnose children with ASD. According to the article, why do researchers think that children with ASD will find communicating with robots easier than communicating with real people? \r\n\r\nDo you think it would be easier to communicate with robots than with real people? Why or why not? 
117	In the article you read about high school students in Lesotho who are completing their homework on cell phones. Would you want to complete your homework using a cell phone? Why or why not? Use evidence from the article in your response. 	In the article you read about high school students in Lesotho who are completing their homework on cell phones. Would you want to complete your homework using a cell phone? Why or why not? Use evidence from the article in your response. 	In the article you read about high school students in Lesotho who are completing their homework on cell phones. Would you want to complete your homework using a cell phone? Why or why not? Use evidence from the article in your response. 
118	Do you use cell phones, tablets, or computers to do your school work? Tell your PenPal about the technology you use at school. 	Do you use cell phones, tablets, or computers to do your school work? Tell your PenPal about the technology you use at school. 	Do you use cell phones, tablets, or computers to do your school work? Tell your PenPal about the technology you use at school. 
119	The creators of Khushi Baby came up with the idea for the vaccination necklace while they were working on a class project. They were assigned to create a device that would be helpful to people. \r\n\r\nThink of a type of technology that would help people living in your community. Tell your PenPal about the technology you would invent and the problem it would solve in your community. 	The creators of Khushi Baby came up with the idea for the vaccination necklace while they were working on a class project. They were assigned to create a device that would be helpful to people. \r\n\r\nThink of a type of technology that would help people living in your community. Tell your PenPal about the technology you would invent and the problem it would solve in your community. 	The creators of Khushi Baby came up with the idea for the vaccination necklace while they were working on a class project. They were assigned to create a device that would be helpful to people. \r\n\r\nThink of a type of technology that would help people living in your community. Tell your PenPal about the technology you would invent and the problem it would solve in your community. 
121	From the video, you learned that technology is often useful and necessary for people. Do you think that Pepper is a useful and necessary piece of technology? Why or why not? Use evidence from the video and the article to support your argument.	From the video, you learned that technology is often useful and necessary for people. Do you think that Pepper is a useful and necessary piece of technology? Why or why not? Use evidence from the video and the article to support your argument.	From the video, you learned that technology is often useful and necessary for people. Do you think that Pepper is a useful and necessary piece of technology? Why or why not? Use evidence from the video and the article to support your argument.
120	What problem are the creators of Khushi baby trying to solve? Why do the creators of Khushi Baby think their technology can help solve people's problems? 	What problem are the creators of Khushi baby trying to solve? Why do the creators of Khushi Baby think their technology can help solve people's problems? 	What problem are the creators of Khushi baby trying to solve? Why do the creators of Khushi Baby think their technology can help solve people's problems? 
174	Escucha una canción de una artista hispanohablante en tu género favorito. Por qué eliges está artista o canción?	Escucha una canción de una artista hispanohablante en tu género favorito. Por qué eliges está artista o canción?	Escucha una canción de una artista hispanohablante en tu género favorito. Por qué eliges está artista o canción?
125	Even though many people use very advanced technology every day, according to the article, many airplanes are still using old fashioned technology. \r\n\r\nUse evidence from the article to explain to your PenPal why you do or don't think airlines need to update the technology they use. 	Even though many people use very advanced technology every day, according to the article, many airplanes are still using old fashioned technology. \r\n\r\nUse evidence from the article to explain to your PenPal why you do or don't think airlines need to update the technology they use. 	Even though many people use very advanced technology every day, according to the article, many airplanes are still using old fashioned technology. \r\n\r\nUse evidence from the article to explain to your PenPal why you do or don't think airlines need to update the technology they use. 
126	Imagine you ran an airline. Would you put new technology into your airplanes even if it cost a lot of money? Or, would you wait to spend the money later because almost all of your flights make it safely to their destination? Why? 	In the article you read that many airlines are not putting potentially life saving technology into airplanes because it is too expensive. Airlines are businesses and, like all businesses, need to follow a budget or they won't make money. \r\n\r\nImagine you ran an airline. Would you put new technology into your airplanes even if it cost a lot of money? Or, would you wait to spend the money later because almost all of your flights make it safely to their destination?\r\nExplain the factors that led to your decision. 	In the article you read that many airlines are not putting potentially life saving technology into airplanes because it is too expensive. Airlines are businesses and, like all businesses, need to follow a budget or they won't make money. \r\n\r\nDo you think that airlines should prioritize upgrading their technology even though the vast majority of flights make it to their destinations safely? Or should airlines prioritize their budgets? Explain the factors that led to your decision. \r\n
130	According to the article, kidnapping people and holding them for ransom is "just business" for some people.  Why do you think some people choose kidnapping as a career?  Use evidence from the article in your response. 	According to the article, kidnapping people and holding them for ransom is "just business" for some people.  Why do you think some people choose kidnapping as a career?  Use evidence from the article in your response. 	According to the article, kidnapping people and holding them for ransom is "just business" for some people.  Why do you think some people choose kidnapping as a career?  Use evidence from the article in your response. 
131	According to the article, there is a lot of violence in many areas in Latin America. \r\n\r\nWhat are some things people could do to stop the violence in their communities? 	According to the article, the amount of violence in regions of Latin America is limiting the region's economic growth. \r\n\r\nHow might violence make it hard for people and businesses in a country to earn money? \r\n\r\nWhat are some ways you think people or businesses could work to eliminate the violence in their communities? 	According to the article, the amount of violence in regions of Latin America is limiting the region's economic growth. \r\n\r\nHow might violence make it hard for people and businesses in a country to earn money? \r\n\r\nWhat are some ways you think people or businesses could work to eliminate the violence in their communities? 
201	Escucha una canción de artista hispanohablante en tu género favorito.  ¿Te gusta esta artista o canción?  ¿Por que si o no?	Escucha una canción de artista hispanohablante en tu género favorito.  ¿Te gusta esta artista o canción?  ¿Por que si o no?	Escucha una canción de artista hispanohablante en tu género favorito.  ¿Te gusta esta artista o canción?  ¿Por que si o no?
124	According to the article, how is Twitter being used to protect people from sharks? Do you think it will work? Why or why not? 	According to the article, how is Twitter being used to protect people from sharks? Do you think it will work? Why or why not? 	According to the article, how is Twitter being used to protect people from sharks? Do you think it will work? Why or why not? 
133	In the article you read that many of the students in Ukraine had trouble focusing on learning because they were distracted by the conflict in their community. \r\n\r\nImagine you are a student in a country that was affected by war. Do you think you would be able to concentrate on your learning? Why or why not? What strategies would you use to help yourself focus? 	In the article you read that many of the students in Ukraine had trouble focusing on learning because they were distracted by the conflict in their community. \r\n\r\nImagine you are a student in a country that was affected by war. Do you think you would be able to concentrate on your learning? Why or why not? What strategies would you use to help yourself focus? 	In the article you read that many of the students in Ukraine had trouble focusing on learning because they were distracted by the conflict in their community. \r\n\r\nImagine you are a student in a country that was affected by war. Do you think you would be able to concentrate on your learning? Why or why not? What strategies would you use to help yourself focus? 
135	Imagine you were fleeing a group like Boko Haram. Where would you go? What type of help would you need to survive? 	Imagine you were fleeing a group like Boko Haram. Where would you go? What type of help would you need to survive? 	Imagine you were fleeing a group like Boko Haram. Where would you go? What type of help would you need to survive? 
136	According to the article, there are two possible reasons the Pakistani Taliban could have chosen to attack a school. What are the two reasons? Which reason do you think is the most likely reason that the Taliban attacked a school? Why? Use evidence from the article in your response. 	According to the article, there are two possible reasons the Pakistani Taliban could have chosen to attack a school. What are the two reasons? Which reason do you think is the most likely reason that the Taliban attacked a school? Why? Use evidence from the article in your response. 	According to the article, there are two possible reasons the Pakistani Taliban could have chosen to attack a school. What are the two reasons? Which reason do you think is the most likely reason that the Taliban attacked a school? Why? Use evidence from the article in your response. 
138	Think of an issue that you are passionate about. How would you plan or participate in a protest about that issue? 	Think of an issue that you are passionate about. How would you plan or participate in a protest about that issue? 	Think of an issue that you are passionate about. How would you plan or participate in a protest about that issue? \r\n
139	This article is about the Hunger Games and a protest in Thailand. How is a famous book trilogy and movie franchise related to the protests that are happening in Thailand? Use evidence from the article in your response. 	This article is about the Hunger Games and a protest in Thailand. How is a famous book trilogy and movie franchise related to the protests that are happening in Thailand? Use evidence from the article in your response. 	This article is about the Hunger Games and a protest in Thailand. How is a famous book trilogy and movie franchise related to the protests that are happening in Thailand? Use evidence from the article in your response. 
140	In the article, Margo Goodhand, editor of the Edmonton Journal is quoted as saying: "We cannot make a decision to go to war without accepting there may be consequences, both short and long-term."\r\n\r\nWhat are some consequences of a country choosing to go to war? Use evidence from the article in your response. 	In the article, Margo Goodhand, editor of the Edmonton Journal is quoted as saying: "We cannot make a decision to go to war without accepting there may be consequences, both short and long-term."\r\n\r\nWhat are some short-term consequences of a country choosing to go to war? What are some long-term consequences of a country choosing to go to war? Use evidence from the article in your response. 	In the article, Margo Goodhand, editor of the Edmonton Journal is quoted as saying: "We cannot make a decision to go to war without accepting there may be consequences, both short and long-term."\r\n\r\nWhat are some short-term consequences of a country choosing to go to war? What are some long-term consequences of a country choosing to go to war? Use evidence from the article in your response. 
143	Australian Prime Minister Tony Abbot is quoted in the article as saying, "Understandably, there are many questions to be answered. It will take time to figure out exactly what happened and why."\r\n\r\nAfter reading the article, what questions do you still have about the hostage situation in Sydney? Refer to the article as you are thinking of your questions. 	Australian Prime Minister Tony Abbot is quoted in the article as saying, "Understandably, there are many questions to be answered, but it will take time to clarify exactly what happened ... and why."\r\n\r\nAfter reading the article, what questions do you still have about the hostage situation in Sydney? Refer to the article as you are thinking of your questions. 	Australian Prime Minister Tony Abbot is quoted in the article as saying, "Understandably, there is a lot of speculation, but it will take time to clarify exactly what happened ... and why."\r\n\r\nAfter reading the article, what questions do you still have about the hostage situation in Sydney? Refer to the article as you are formulating your questions. 
144	According to the article, why has Nicaragua seen a decrease in violence while other countries in Central America have seen an increase? Does this surprise you? Why or why not? 	According to the article, why has Nicaragua seen a decrease in violence while other countries in Central America have seen an increase? Does this surprise you? Why or why not? 	According to the article, why has Nicaragua seen a decrease in violence while other countries in Central America have seen an increase? Does this surprise you? Why or why not? 
145	Ask your PenPal a question about how the government of their country deals with violence. 	Ask your PenPal a question about how the government of their country deals with violence. 	Ask your PenPal a question about how the government of their country deals with violence. 
146	In the article, you read that most young people are choosing to stay in Nicaragua. However, young people from other Central American countries are leaving, often because of violence in their neighborhoods. \r\n\r\nIf you were living in a violent neighborhood do you think you would leave to look for a better life or you think you would choose to stay to be with your family? Tell your PenPal what you would choose to do and why. 	In the article, you read that most young people are choosing to stay in Nicaragua. However, young people from other Central American countries are leaving, often because of violence in their neighborhoods. \r\n\r\nIf you were living in a violent neighborhood do you think you would leave to look for a better life or you think you would choose to stay to be with your family? Tell your PenPal what you would choose to do and why. 	In the article, you read that most young people are choosing to stay in Nicaragua. However, young people from other Central American countries are leaving, often because of violence in their neighborhoods. \r\n\r\nIf you were living in a violent neighborhood do you think you would leave to look for a better life or you think you would choose to stay to be with your family? Tell your PenPal what you would choose to do and why. 
147	Do you think that the government should have access to your private data from tech companies? Why or why not? Use evidence from the article to support your opinion. 	Do you think that the government should have access to your private data from tech companies? Why or why not? Use evidence from the article to support your opinion. 	Do you think that the government should have access to your private data from tech companies? Why or why not? Use evidence from the article to support your opinion. 
148	Ask your PenPal a question about how they use social media. 	Ask your PenPal a question about how they use social media. 	Ask your PenPal a question about how they use social media. 
149	In the article you read that many governments are asking tech companies for private user data. Does knowing this change what you might share on your social media sites? Why or why not? 	In the article you read that many governments are asking tech companies for private user data. Does knowing this change what you might share on your social media sites? Why or why not? 	In the article you read that many governments are asking tech companies for private user data. Does knowing this change what you might share on your social media sites? Why or why not? 
150	Ask your PenPal a question about what the government is like in his or her country. 	Ask your PenPal a question about what the government is like in his or her country. 	Ask your PenPal a question about what the government is like in his or her country. 
175	Piensa en una celebracion o fiesta especial que celebras en tu país.  Describe la celebración a tu Penpal y preguntale si celebran algo similar.	Piensa en una celebracion o fiesta especial que celebras en tu país.  Describe la celebración a tu Penpal y preguntale si celebran algo similar.	Piensa en una celebracion o fiesta especial que celebras en tu país.  Describe la celebración a tu Penpal y preguntale si celebran algo similar.
151	According to the article, why did the Gambian Freedom Fighters try to overthrow the government?\r\n\r\nDo you think that it is okay for groups to try to overthrow their governments? Why or why not? Use evidence from the article in your response. 	According to the article, why did the Gambian Freedom Fighters try to overthrow the government? \r\n\r\nDo you think that it is okay for groups to try to overthrow their governments? Why or why not? Use evidence from the article in your response. 	According to the article, why did the Gambian Freedom Fighters try to overthrow the government? \r\n\r\nDo you think that it is okay for groups to try to overthrow their governments? Why or why not? Use evidence from the article in your response. 
152	The Gambian Freedom Fighters were unhappy with the government in The Gambia so they took an extreme action. \r\n\r\n\r\nMost people do not take such extreme actions when they are unhappy with their governments. What is something small that you could do if you were unhappy with your government?	The Gambian Freedom Fighters were unhappy with the government in The Gambia so they took an extreme action. \r\n\r\n\r\nMost people do not take such extreme actions when they are unhappy with their governments. What is something small that you could do if you were unhappy with your government?	The Gambian Freedom Fighters were unhappy with the government in The Gambia so they took an extreme action. \r\n\r\n\r\nMost people do not take such extreme actions when they are unhappy with their governments. What is something small that you could do if you were unhappy with your government?
178	Preguntale a tu PenPal sobre su vida.  ¿Que hace para divertirse?  ¿Cuáles son tus intereses y actividades extracurriculares?  Preguntale a tu PenPal si esta de acuerdo con algo en el texto que te sorprende.\r\n	Preguntale a tu PenPal sobre su vida.  ¿Que hace para divertirse?  ¿Cuáles son tus intereses y actividades extracurriculares?  Preguntale a tu PenPal si esta de acuerdo con algo en el texto que te sorprende.\r\n	Preguntale a tu PenPal sobre su vida.  ¿Que hace para divertirse?  ¿Cuáles son tus intereses y actividades extracurriculares?  Preguntale a tu PenPal si esta de acuerdo con algo en el texto que te sorprende.\r\n
153	Bhutan is known for its former policy of Gross National Happiness. In the article, you read that the current Prime Minister of Bhutan no longer focuses on Gross National Happiness, instead choosing to focus on eliminating barriers to happiness. \r\n\r\nDo you think governments should focus on the happiness of their people? Why or why not? Use evidence from the article in your response. 	Bhutan is known for its former policy of Gross National Happiness. In the article, you read that the current Prime Minister of Bhutan no longer focuses on Gross National Happiness, instead choosing to focus on eliminating barriers to happiness. \r\n\r\nDo you think governments should focus on the happiness of their people? Why or why not? Use evidence from the article in your response. 	Bhutan is known for its former policy of Gross National Happiness. In the article, you read that the current Prime Minister of Bhutan no longer focuses on Gross National Happiness, instead choosing to focus on eliminating barriers to happiness. \r\n\r\nDo you think governments should focus on the happiness of their people? Why or why not? Use evidence from the article in your response. 
154	If you were in charge of your government, what would you do to improve the lives of your people? 	When Bhutan chose to focus on the happiness of it's people many people thought that it was an interesting idea. \r\n\r\nIf you were in charge of your government, what would you do to improve the lives of your people? 	When Bhutan chose to focus on the happiness of it's people many people thought that it was an interesting idea. \r\n\r\nIf you were in charge of your government, what would you do to improve the lives of your people? 
107	Food banks in Australia are distributing more food this year than last year. According to the article, what are some reasons that more people are getting food from food banks? What are some other reasons more people are getting food from food banks?	Food banks in Australia are distributing more food this year than last year. According to the article, what are some reasons that more people are seeking food from food banks? What are some other reasons more people are seeking food from food banks?	Food banks in Australia are distributing more food this year than last year. According to the article, what are some reasons that more people are seeking food from food banks? What are some other reasons more people are seeking food from food banks?
156	Imagine you held a place of power in your government, what type of laws would you create? Why?\r\n	Imagine you held a place of power in your government, what type of laws would you create? Why?	Imagine you held a place of power in your government, what type of laws would you create? Why?
155	In Malaysia, there is currently much debate about whether laws of the country should be secular (non-religious) or based in Islam. Do you think that religion should play a role in laws and government? Why or why not? Refer to the article in your response.	In Malaysia, there is currently much debate about whether laws of the country should be secular (non-religious) or based in Islam. Do you think that religion should play a role in laws and government? Why or why not? Refer to the article in your response.	In Malaysia, there is currently much debate about whether laws of the country should be secular (non-religious) or based in Islam. Do you think that religion should play a role in laws and government? Why or why not? Refer to the article in your response.
157	What role do you think the international community should play in combatting ebola? Use evidence from the article in your response. 	What role do you think the international community should play in combatting ebola? Use evidence from the article in your response. 	What role do you think the international community should play in combatting ebola? Use evidence from the article in your response. 
158	Many people were shocked by the Australian government's decision to stop processing immigration applications from countries affected by the Ebola outbreak. \r\n\r\nDo you agree or disagree with the Australian government's decision. Use evidence from the article to support your position. 	Many people were shocked by the Australian government's decision to stop processing visas from countries affected by the Ebola outbreak. \r\n\r\nDo you agree or disagree with the Australian government's decision. Use evidence from the article to support your position. 	Many people were shocked by the Australian government's decision to stop processing visas from countries affected by the Ebola outbreak. \r\n\r\nDo you agree or disagree with the Australian government's decision. Use evidence from the article to support your position. 
134	According to the article, why does Boko Haram continue to attack people in Nigeria? Do you think is ever a good reason to attack people? Why or why not? 	According to the article, why does Boko Haram continue to attack people in Nigeria? Do you think is ever a good reason to attack people? Why or why not? 	According to the article, why does Boko Haram continue to attack people in Nigeria? Do you think is ever a good reason to attack people? Why or why not? 
19	Ask your PenPal a question about the impact that a war or conflict has had on his or her community. \r\n\r\nNot everyone has had a personal experience with war or conflict, so you could ask your PenPal if he or she knows about one that has affected his or her community or country. 	Ask your PenPal a question about the impact that a war or conflict has had on his or her community. \r\n\r\nNot everyone has had a personal experience with war or conflict, so you could ask your PenPal if he or she knows about one that has affected his or her community or country. 	Ask your PenPal a question about the impact that a war or conflict has had on his or her community. \r\n\r\nNot everyone has had a personal experience with war or conflict, so you could ask your PenPal if he or she knows about one that has affected his or her community or country. 
142	The gunman in the hostage situation had a history of religious extremism and his actions seemed to be motivated by this extremism. However, there is debate in the international community about classifying the hostage situation as terrorism. \r\n\r\nTerrorism is defined as "the use of violent acts to frighten the people in an area as a way of trying to achieve a political goal."\r\n\r\nDo you think that the hostage event should be classified as an act of terrorism? Why or why not? 	The gunman in the hostage situation had a history of religious extremism and his actions seemed to be motivated by this extremism. However, there is debate in the international community about classifying the hostage situation as terrorism. \r\n\r\nTerrorism is defined as "the use of violent acts to frighten the people in an area as a way of trying to achieve a political goal."\r\n\r\nDo you think that the hostage event should be classified as an act of terrorism? Why or why not? 	The gunman in the hostage situation had a history of religious extremism and his actions seemed to be motivated by this extremism. However, there is debate in the international community about classifying the hostage situation as terrorism. \r\n\r\nTerrorism is defined as "the use of violent acts to frighten the people in an area as a way of trying to achieve a political goal."\r\n\r\nDo you think that the hostage event should be classified as an act of terrorism? Why or why not? 
166	¿Cuáles son algunas cosas similares y algunas cosas diferentes entre la vida en España y la vida en los Estados Unidos? ¿Cuáles son unos aspectos de la vida que puedes comparar? 	¿Cuáles son algunas cosas similares y algunas cosas diferentes entre la vida en España y la vida en los Estados Unidos? ¿Cuáles son unos aspectos de la vida que puedes comparar? 	¿Cuáles son algunas cosas similares y algunas cosas diferentes entre la vida en España y la vida en los Estados Unidos? ¿Cuáles son unos aspectos de la vida que puedes comparar? 
167	Preguntale a tu PenPal sobre su vida.  ¿Que hace para divertirse?  ¿Cuáles son tus intereses y actividades extracurriculares?  Preguntale a tu PenPal si esta de acuerdo con algo en el texto que te sorprende.	Preguntale a tu PenPal sobre su vida.  ¿Que hace para divertirse?  ¿Cuáles son tus intereses y actividades extracurriculares?  Preguntale a tu PenPal si esta de acuerdo con algo en el texto que te sorprende.	Preguntale a tu PenPal sobre su vida.  ¿Que hace para divertirse?  ¿Cuáles son tus intereses y actividades extracurriculares?  Preguntale a tu PenPal si esta de acuerdo con algo en el texto que te sorprende.
168	¿Por que crees que muchos grupos de personas diferentes querían vivir en la tierra de España?	¿Por que crees que muchos grupos de personas diferentes querían vivir en la tierra de España?	¿Por que crees que muchos grupos de personas diferentes querían vivir en la tierra de España?
188	Escucha una canción de artista hispanohablante en tu género favorito. Por qué eliges esta artista o canción?	Escucha una canción de artista hispanohablante en tu género favorito. Por qué eliges esta artista o canción?	Escucha una canción de artista hispanohablante en tu género favorito. Por qué eliges esta artista o canción?
189	Piensa en una celebracion o fiesta especial que tengan en tu país.  Describe una celebración a tu Penpal y preguntale si celebran algo similar.	Piensa en una celebracion o fiesta especial que tengan en tu país.  Describe una celebración a tu Penpal y preguntale si celebran algo similar.	Piensa en una celebracion o fiesta especial que tengan en tu país.  Describe una celebración a tu Penpal y preguntale si celebran algo similar.
190	¿Cuáles son algunas cosas similares y algunas cosas diferentes entre la vida en Argentina y la vida en los Estados Unidos? ¿Cuáles son unos aspectos de la vida que puedes comparar?	¿Cuáles son algunas cosas similares y algunas cosas diferentes entre la vida en Argentina y la vida en los Estados Unidos? ¿Cuáles son unos aspectos de la vida que puedes comparar?	¿Cuáles son algunas cosas similares y algunas cosas diferentes entre la vida en Argentina y la vida en los Estados Unidos? ¿Cuáles son unos aspectos de la vida que puedes comparar?
191	¿Como es la geographia de Argentina?  Compara la geographia de Argentina con la geographia de tu país.  Preguntale a tu PenPal como es la tierra donde vive.\r\n	¿Como es la geographia de Argentina?  Compara la geographia de Argentina con la geographia de tu país.  Preguntale a tu PenPal como es la tierra donde vive.\r\n	¿Como es la geographia de Argentina?  Compara la geographia de Argentina con la geographia de tu país.  Preguntale a tu PenPal como es la tierra donde vive.\r\n
192	Preguntale a tu PenPal sobre su vida.  ¿Que hace para divertirse?  ¿Cuáles son su intereses y las actividades extracurriculares que le gusta?	Preguntale a tu PenPal sobre su vida.  ¿Que hace para divertirse?  ¿Cuáles son su intereses y las actividades extracurriculares que le gusta?	Preguntale a tu PenPal sobre su vida.  ¿Que hace para divertirse?  ¿Cuáles son su intereses y las actividades extracurriculares que le gusta?
198	Busca más información sobre uno de los autores o museos del vídeo o en el texto. ¿Te gusta este ejemplo, escritor, o artista?  Explica porque si, or porque no.	Busca más información sobre uno de los autores o museos del vídeo o en el texto. ¿Te gusta este ejemplo, escritor, o artista?  Explica porque si, or porque no.	Busca más información sobre uno de los autores o museos del vídeo o en el texto. ¿Te gusta este ejemplo, escritor, o artista?  Explica porque si, or porque no.
352	Ask your penpal about his or her daily life.  What does he or she do for fun?  What are your PenPal’s likes and dislikes?  Ask your penpal to describe something that surprised you in the text or movie.	Ask your penpal about his or her daily life.  What does he or she do for fun?  What are your PenPal’s likes and dislikes?  Ask your penpal to describe something that surprised you in the text or movie.	Ask your penpal about his or her daily life.  What does he or she do for fun?  What are your PenPal’s likes and dislikes?  Ask your penpal to describe something that surprised you in the text or movie.
353	Look for more information about a piece of art, an author, or artist from the text.  Do you like this work?  Why or why not?  Ask your PenPal if he or she has an opinion on the artist or work of art you selected.	Look for more information about a piece of art, an author, or artist from the text.  Do you like this work?  Why or why not?  Ask your PenPal if he or she has an opinion on the artist or work of art you selected.	Look for more information about a piece of art, an author, or artist from the text.  Do you like this work?  Why or why not?  Ask your PenPal if he or she has an opinion on the artist or work of art you selected.
354	Think about a famous artist or writer in your country.  Describe the artist you chose to your PenPal.  Where was he or she from, what was his or her work like?  Ask your PenPal if he or she is familiar with the artist you picked.	Think about a famous artist or writer in your country.  Describe the artist you chose to your PenPal.  Where was he or she from, what was his or her work like?  Ask your PenPal if he or she is familiar with the artist you picked.	Think about a famous artist or writer in your country.  Describe the artist you chose to your PenPal.  Where was he or she from, what was his or her work like?  Ask your PenPal if he or she is familiar with the artist you picked.
355	Why do you think art is important?  	Why do you think art is important?  	Why do you think art is important?  
356	Compare and contrast food in France with food in your country or region.  Are there any foods that are similar?  What foods or dining habits are different?	Compare and contrast food in France with food in your country or region.  Are there any foods that are similar?  What foods or dining habits are different?	Compare and contrast food in France with food in your country or region.  Are there any foods that are similar?  What foods or dining habits are different?
357	What are some French foods that you might like to try?  Can you think of any foods specific to your country or region that your PenPal might enjoy?	What are some French foods that you might like to try?  Can you think of any foods specific to your country or region that your PenPal might enjoy?	What are some French foods that you might like to try?  Can you think of any foods specific to your country or region that your PenPal might enjoy?
358	Describe the meal schedule in your country to your PenPal.  How many meals do you usually have every day?  What are the meals called and when do you usually have them?	Describe the meal schedule in your country to your PenPal.  How many meals do you usually have every day?  What are the meals called and when do you usually have them?	Describe the meal schedule in your country to your PenPal.  How many meals do you usually have every day?  What are the meals called and when do you usually have them?
359	What activities are popular in your PenPal’s region?  Do you enjoy these activities in the United States?  What is an activity you enjoy that your PenPal may like?	What activities are popular in your PenPal’s region?  Do you enjoy these activities in the United States?  What is an activity you enjoy that your PenPal may like?	What activities are popular in your PenPal’s region?  Do you enjoy these activities in the United States?  What is an activity you enjoy that your PenPal may like?
360	Why do you think art is important?	Why do you think art is important?	Why do you think art is important?
361	Why do you think so many different groups of people in Spanish history wanted to live in Spain?	Why do you think so many different groups of people in Spanish history wanted to live in Spain?	Why do you think so many different groups of people in Spanish history wanted to live in Spain?
362	What are some similarities and differences between the history of Spain and the history of the United States?  What is one thing you can compare and one thing you can contrast?	What are some similarities and differences between the history of Spain and the history of the United States?  What is one thing you can compare and one thing you can contrast?	What are some similarities and differences between the history of Spain and the history of the United States?  What is one thing you can compare and one thing you can contrast?
373	Countries from Europe colonized Africa.  Do you think it is fair or unfair to take control of a far away place?	What facts would you use to show that early African civilizations were sophisticated?	Countries from Europe colonized Africa.  Do you think it is fair or unfair for a distant control to control a colony?
380	There are many famous people around the world.  What makes a person famous?  Describe a famous person from your country to your PenPal.	There are many famous people around the world.  What makes a person famous?  Describe a famous person from your country to your PenPal.	What are different genres of music, literature, and film that you enjoy?  Recommend something from popular culture that your PenPal might enjoy learning more about.
382	Exercise is an important part of daily life.  How do you exercise in your community?	Exercise is an important part of daily life.  How do you exercise in your community?	What factors contribute to the United States having the highest obesity rate in the world?
385	Why do people in the United States eat a lot of seafood?	Why do you think that travelers looking for good cuisine travel to the United States?	The United States is a diverse country. How have outside influences shaped cuisine in the United States?\r\n
386	If you could have one meal in the United States, what would it be and why?	Why do you think fast food is is very popular in the United States.  Can you find examples of fast food in your community?	Why do you think fast food is is very popular in the United States.  Can you find examples of fast food in your community?
387	Why did colonists fight for independence in the Revolutionary War?	Why did colonists fight for independence in the Revolutionary War?	How did the earliest people arrive in what is now the United States? 
388	What is a democratic type of government?	The constitution promises people certain rights and freedoms.  Why do you think the Constitution is so important to people living in the United States?	The constitution promises people certain rights and freedoms.  Why do you think the Constitution is so important to people living in the United States?
389	Many people move to the United States for different reasons. If you were given the chance would you want to move to the United States? Why?	Many groups of people in the United States have to protest and fight for their rights. What do people protest and argue for in your country?	How has learning about the history of the United States impacted your view of the United States today?
390	What kinds of art are popular in the United States?	How did the American visual artist Jackson Pollock create his paintings?	What were the first examples of art created in what is now the United States?
391	Poetry is a popular form of writing in the United States.  What are popular kinds of writing in your community?	Painting is an important art form in the United States.  What do you think makes a good painting?	Democracy is a common theme and symbol in art in the United States.  What themes and symbols do famous artists in your community use in their work?
392	Andy Warhol was a famous American artist who used every day objects in his art.  Where do you see art and beauty in your community?	Democracy is a common theme and symbol in art in the United States.  What themes and symbols do famous artists in your community use in their work?	Andy Warhol was a famous American artist who used advertisements in his art.  Where do you see art and beauty in your community?
393	Where in the United States are many movies and TV shows made?	What are some ways celebrities in the United States become famous?	What are ways that people in the United States can become famous?
394	What are ways that people in the United States can become famous?	Television shows and movies are popular in the United States.  What kind of movies or TV shows do you like to watch?	Why might reality TV not offer a realistic view of what life is like in the United States?
