id,activity
408,2015-04-28 17:21:09.171158+00
839,2015-04-21 06:38:29.90799+00
364,2015-04-22 12:59:56.173927+00
710,2015-04-14 00:48:21.176425+00
734,2015-04-24 12:46:36.066275+00
740,2015-04-24 12:54:31.370886+00
226,2015-05-15 13:35:24.550509+00
711,2015-04-14 02:02:05.786707+00
759,2015-04-15 20:59:48.610311+00
705,2015-05-12 16:27:21.743898+00
168,2015-04-16 15:17:44.296754+00
763,2015-04-14 14:06:35.298207+00
757,2015-04-20 20:30:10.092256+00
651,2015-09-11 18:57:24.729261+00
722,2015-04-24 12:49:32.416936+00
673,2015-04-10 23:06:57.32812+00
715,2015-04-14 13:45:55.106897+00
66,2015-06-05 14:11:37.863917+00
702,2015-04-13 17:29:46.569427+00
741,2015-04-14 14:08:53.853663+00
166,2015-04-11 01:16:13.86839+00
723,2015-04-15 19:14:36.820652+00
766,2015-05-12 17:54:33.861897+00
769,2015-04-15 14:37:27.562771+00
729,2015-04-27 20:47:42.622403+00
259,2015-04-19 01:25:06.621415+00
650,2015-05-19 12:25:40.13948+00
521,2015-04-27 17:22:02.918867+00
476,2015-04-29 13:49:45.641638+00
755,2015-04-27 20:29:34.097506+00
732,2015-04-24 17:55:37.464642+00
200,2015-04-13 13:32:08.904163+00
742,2015-04-24 12:54:37.912253+00
700,2015-05-04 17:03:34.658137+00
658,2015-04-30 00:33:15.503392+00
698,2015-04-15 12:44:54.708579+00
726,2015-04-27 20:28:50.352651+00
677,2015-05-15 02:02:38.629794+00
727,2015-04-15 20:52:47.324013+00
749,2015-04-14 15:33:27.759796+00
728,2015-04-24 12:47:13.480526+00
83,2015-04-20 13:48:57.497744+00
663,2015-04-20 19:59:11.336511+00
660,2015-04-30 18:51:06.850361+00
748,2015-04-15 20:51:31.586288+00
680,2015-05-18 17:16:43.850273+00
682,2015-05-22 20:04:37.191044+00
654,2015-04-10 18:45:38.273873+00
713,2015-04-27 21:20:18.214682+00
765,2015-04-24 12:49:35.498539+00
745,2015-04-27 20:40:53.182132+00
762,2015-05-13 23:28:41.502858+00
767,2015-04-14 15:25:27.268319+00
768,2015-04-14 15:31:04.115685+00
681,2015-04-12 06:40:34.321409+00
674,2015-04-13 06:25:28.73938+00
738,2015-04-16 19:43:23.857124+00
721,2015-04-24 12:46:53.534603+00
701,2015-04-22 17:06:46.043102+00
752,2015-04-24 17:52:16.946275+00
293,2015-05-07 13:06:51.840529+00
400,2015-04-14 19:47:20.539505+00
712,2015-05-13 15:10:51.095342+00
666,2015-04-16 18:48:11.367098+00
720,2015-04-14 13:48:13.392857+00
267,2015-04-13 14:03:00.648691+00
697,2015-05-05 14:25:54.054793+00
592,2015-04-14 19:17:02.873824+00
724,2015-04-24 12:47:26.791529+00
76,2015-05-19 13:01:41.711051+00
69,2015-04-14 12:44:20.230412+00
746,2015-05-07 13:32:36.419338+00
834,2015-04-20 19:33:06.515631+00
954,2015-05-05 12:30:50.653276+00
340,2015-04-08 16:54:06.039522+00
890,2015-05-12 17:42:25.126331+00
850,2015-05-01 13:53:25.925927+00
279,2015-04-14 20:27:04.857113+00
575,2015-04-10 14:51:10.090735+00
135,2015-05-19 12:51:22.986133+00
773,2015-04-14 23:52:26.23056+00
893,2015-05-12 17:14:13.291863+00
775,2015-04-15 00:36:31.481753+00
945,2015-05-04 15:05:24.376917+00
104,2015-05-06 17:15:54.069089+00
840,2015-04-21 06:44:35.504894+00
781,2015-04-29 13:46:50.586336+00
779,2015-04-20 12:40:21.313232+00
482,2015-04-15 14:57:38.12088+00
805,2015-05-19 13:27:28.298637+00
772,2015-05-10 02:35:15.072398+00
777,2015-04-15 16:00:00.354755+00
778,2015-04-15 16:03:33.888248+00
785,2015-05-24 07:14:16.838291+00
56,2015-05-01 00:04:49.43377+00
798,2015-04-16 20:43:12.613825+00
969,2015-04-27 14:34:17.502414+00
247,2015-04-30 14:00:51.756311+00
795,2015-04-16 20:46:25.629578+00
846,2015-04-21 16:29:55.497207+00
958,2015-04-24 15:52:51.135294+00
429,2015-05-06 20:13:43.340912+00
861,2015-04-21 19:11:58.952182+00
776,2015-04-17 17:03:48.949139+00
897,2015-04-22 20:33:45.708067+00
928,2015-04-23 18:20:23.217849+00
771,2015-04-21 19:30:46.284005+00
898,2015-04-22 20:34:49.443637+00
786,2015-04-15 20:37:36.093209+00
787,2015-04-15 20:50:26.924911+00
788,2015-04-15 20:51:04.428239+00
865,2015-04-21 19:47:50.505675+00
899,2015-04-22 20:35:33.770706+00
431,2015-04-27 20:05:11.825088+00
929,2015-04-23 18:23:57.791702+00
900,2015-04-22 20:38:27.324956+00
791,2015-04-15 21:08:58.475525+00
790,2015-04-15 21:09:03.619525+00
792,2015-04-15 21:09:44.380668+00
793,2015-04-15 21:11:14.44521+00
526,2015-04-27 13:36:52.232109+00
782,2015-04-15 21:11:49.813752+00
794,2015-04-15 21:11:59.497449+00
797,2015-04-15 21:13:14.300825+00
856,2015-05-12 17:25:34.424764+00
224,2015-04-22 20:46:49.140045+00
799,2015-04-15 21:14:34.877052+00
800,2015-04-15 21:15:37.05816+00
944,2015-08-01 18:24:25.160597+00
923,2015-04-23 18:24:48.336431+00
65,2015-05-12 17:56:07.967664+00
901,2015-04-23 03:21:25.637442+00
804,2015-04-16 13:45:54.448545+00
855,2015-04-22 04:46:40.473566+00
970,2015-04-24 17:53:39.117047+00
902,2015-04-23 03:36:01.997807+00
483,2015-04-30 14:27:43.733409+00
808,2015-04-16 14:27:27.464371+00
927,2015-04-23 18:25:30.711302+00
645,2015-05-08 17:34:24.682438+00
888,2015-04-22 17:40:57.518971+00
931,2015-04-23 18:26:06.131589+00
694,2015-05-12 14:26:21.209013+00
809,2015-04-16 15:49:12.937673+00
875,2015-04-22 16:32:00.603513+00
903,2015-04-23 14:44:34.756985+00
718,2015-04-27 21:10:31.58633+00
904,2015-04-23 15:23:24.664531+00
811,2015-04-16 19:28:31.029334+00
783,2015-04-24 12:55:29.937214+00
905,2015-04-23 15:30:57.87264+00
817,2015-04-17 16:15:00.933368+00
882,2015-04-22 17:26:34.557458+00
789,2015-05-06 19:15:45.820396+00
796,2015-04-30 21:03:23.639306+00
780,2015-05-15 18:30:30.177911+00
99,2015-05-27 18:45:47.241191+00
823,2015-04-17 17:40:49.480986+00
725,2015-04-28 18:42:36.307203+00
930,2015-04-23 18:27:12.942741+00
829,2015-04-25 16:06:19.80925+00
887,2015-04-22 17:32:05.736541+00
934,2015-04-23 18:28:52.851093+00
885,2015-05-12 17:35:06.89055+00
671,2015-04-21 15:59:29.059463+00
530,2015-05-08 19:43:33.652736+00
802,2015-04-17 14:20:31.384039+00
906,2015-04-23 16:19:08.962887+00
908,2015-04-23 16:20:36.917714+00
894,2015-04-22 17:42:59.118785+00
933,2015-04-23 18:33:29.763575+00
932,2015-04-23 18:33:51.500495+00
911,2015-04-23 16:25:26.862045+00
910,2015-04-23 16:27:26.760063+00
909,2015-04-23 16:29:46.526995+00
912,2015-04-23 16:31:57.394841+00
492,2015-04-22 18:21:33.297405+00
914,2015-04-23 16:43:25.757552+00
950,2015-04-24 12:55:54.253428+00
916,2015-04-23 16:49:58.121221+00
952,2015-05-19 13:34:47.386208+00
917,2015-04-23 16:50:04.686104+00
538,2015-04-23 00:15:00.741139+00
919,2015-04-23 17:05:21.067358+00
920,2015-04-23 17:08:41.316484+00
940,2015-04-23 20:47:02.385639+00
784,2015-04-17 17:12:40.338758+00
922,2015-04-23 17:38:34.49807+00
892,2015-04-25 00:14:50.452683+00
924,2015-04-23 18:01:43.43702+00
925,2015-04-23 18:09:36.898235+00
926,2015-04-23 18:11:31.701342+00
921,2015-04-23 17:38:18.515042+00
879,2015-04-30 22:23:36.178348+00
542,2015-05-17 03:47:38.82313+00
936,2015-04-23 19:35:06.154069+00
867,2015-05-21 23:14:30.242277+00
937,2015-04-23 19:57:19.789778+00
938,2015-04-23 20:06:00.205161+00
895,2015-05-06 20:19:05.826024+00
964,2015-04-24 23:59:48.714308+00
942,2015-04-23 22:54:05.556542+00
956,2015-04-24 15:27:25.904342+00
907,2015-04-25 22:01:15.366118+00
182,2015-05-19 17:38:50.08252+00
947,2015-04-24 07:14:24.676618+00
951,2015-04-24 13:07:41.773378+00
747,2015-04-17 13:19:27.113739+00
949,2015-04-24 12:47:15.31506+00
953,2015-04-24 13:10:36.425103+00
851,2015-05-12 17:11:12.079158+00
955,2015-04-24 14:11:56.549486+00
707,2015-05-04 18:51:13.561494+00
803,2015-04-27 23:32:33.881038+00
810,2015-04-24 03:53:00.259352+00
801,2015-04-27 21:05:39.065693+00
608,2015-05-13 00:52:35.861335+00
915,2015-04-24 15:38:33.276703+00
959,2015-04-24 16:14:14.28713+00
939,2015-05-15 16:24:19.869504+00
960,2015-04-24 16:16:53.683023+00
961,2015-04-24 16:22:51.40552+00
962,2015-04-24 16:28:50.840052+00
963,2015-04-24 16:31:15.507908+00
946,2015-04-24 16:31:21.481771+00
774,2015-05-13 19:16:14.963574+00
966,2015-04-24 16:33:02.392101+00
965,2015-04-24 16:35:37.834959+00
968,2015-04-24 17:18:48.178888+00
692,2015-04-27 17:04:21.60165+00
806,2015-05-01 17:30:43.602405+00
971,2015-04-24 17:57:48.915683+00
948,2015-05-04 21:20:11.607947+00
918,2015-04-28 15:15:00.299336+00
714,2015-05-05 12:24:59.465689+00
973,2015-04-24 20:35:07.019826+00
974,2015-04-24 20:47:30.268868+00
975,2015-04-24 20:59:50.065952+00
1048,2015-04-27 20:55:24.573822+00
935,2015-05-13 16:55:53.348313+00
977,2015-04-25 16:12:33.501784+00
978,2015-04-25 16:12:50.631147+00
981,2015-04-26 17:05:10.170007+00
982,2015-04-27 00:21:15.930052+00
967,2015-04-27 04:45:55.18761+00
272,2015-05-05 13:27:00.395759+00
984,2015-04-27 13:50:37.598776+00
987,2015-04-27 13:51:12.819441+00
990,2015-04-27 13:59:49.125242+00
1062,2015-04-30 15:15:10.961555+00
986,2015-04-27 14:07:40.508291+00
985,2015-04-27 14:07:45.849901+00
1073,2015-05-05 13:31:14.077623+00
995,2015-05-13 15:00:15.051953+00
994,2015-04-27 14:53:54.123353+00
1046,2015-04-27 20:45:09.291788+00
1049,2015-04-27 20:49:16.952434+00
998,2015-04-27 15:07:29.03787+00
1000,2015-04-27 15:12:57.952465+00
1005,2015-05-06 14:51:51.792545+00
1075,2015-05-12 17:08:51.797822+00
1001,2015-04-27 15:17:56.4943+00
1054,2015-05-08 17:35:32.019085+00
1004,2015-04-27 15:20:54.08725+00
1079,2015-05-06 17:01:31.135487+00
1095,2015-05-13 14:29:25.227589+00
1047,2015-04-27 20:55:38.463908+00
606,2015-05-01 16:12:30.796645+00
1063,2015-04-30 15:35:30.914016+00
1055,2015-04-28 17:39:20.318695+00
896,2015-05-08 20:45:21.58825+00
871,2015-05-05 14:03:29.03651+00
1022,2015-05-13 19:28:14.53881+00
999,2015-05-16 02:43:21.116191+00
1099,2015-05-15 20:23:20.103989+00
1066,2015-05-06 19:30:34.4866+00
993,2015-05-13 15:13:57.102724+00
1015,2015-04-28 14:43:19.004682+00
1017,2015-04-27 17:40:28.010044+00
1089,2015-05-08 17:00:14.981876+00
1031,2015-04-30 17:38:33.693541+00
1045,2015-04-27 21:08:14.390132+00
1016,2015-05-06 17:15:40.50451+00
1020,2015-04-27 19:12:22.534766+00
1025,2015-04-27 19:23:33.433669+00
1026,2015-04-27 19:23:48.55912+00
1027,2015-04-27 19:25:08.564388+00
1028,2015-04-27 19:25:27.849842+00
478,2015-05-13 16:21:51.766408+00
418,2015-04-24 12:42:03.918105+00
1032,2015-04-27 19:27:52.189468+00
87,2015-05-12 13:42:49.14689+00
1033,2015-04-27 19:28:09.447946+00
1071,2015-05-04 07:44:02.095387+00
996,2015-05-08 14:41:27.227953+00
1002,2015-04-27 15:18:58.603829+00
1036,2015-04-27 19:33:43.62071+00
1003,2015-05-06 14:52:01.263511+00
1023,2015-04-27 19:36:12.634274+00
1064,2015-05-06 23:09:10.7654+00
1038,2015-04-27 19:38:54.73703+00
997,2015-05-06 20:27:01.552232+00
1014,2015-05-06 17:15:47.612892+00
972,2015-04-24 20:29:27.982541+00
1012,2015-05-06 17:15:32.518355+00
1041,2015-04-27 20:16:19.82318+00
655,2015-05-12 14:20:53.006223+00
1043,2015-04-27 20:17:48.48487+00
989,2015-05-06 13:50:53.936423+00
1006,2015-05-06 20:40:08.294876+00
1065,2015-05-01 06:15:26.44504+00
1081,2015-05-18 15:28:05.99684+00
886,2015-05-12 17:28:15.256248+00
976,2015-05-12 17:36:50.701831+00
1069,2015-05-01 16:50:16.680819+00
1090,2015-05-08 18:56:56.622692+00
1052,2015-05-01 17:24:02.295129+00
1011,2015-05-08 15:34:55.971302+00
1021,2015-04-27 19:29:08.297535+00
1082,2015-05-07 17:12:58.394214+00
1078,2015-05-08 15:33:32.42581+00
979,2015-05-12 17:42:00.719843+00
1056,2015-04-28 18:24:22.809991+00
1057,2015-04-28 18:24:55.492389+00
1051,2015-04-28 18:31:57.721621+00
1050,2015-04-28 18:32:29.812391+00
1080,2015-05-06 20:25:48.58581+00
114,2015-04-28 14:58:11.756309+00
1058,2015-04-28 18:50:17.785975+00
1076,2015-05-05 17:22:54.304224+00
1059,2015-04-30 02:12:18.82065+00
513,2015-04-30 04:35:55.40816+00
1067,2015-04-30 20:43:24.939637+00
1009,2015-05-05 03:54:21.146647+00
957,2015-04-30 12:10:09.153232+00
1093,2015-05-11 16:27:17.180192+00
693,2015-05-18 05:07:07.751275+00
411,2015-04-15 19:04:00.570637+00
1068,2015-05-04 14:49:55.572314+00
992,2015-04-30 14:10:55.508807+00
1083,2015-05-07 17:13:25.637447+00
1040,2015-04-27 19:40:20.373143+00
1053,2015-05-19 17:06:34.642611+00
1061,2015-04-30 14:26:50.141188+00
565,2015-05-19 15:27:46.599322+00
1091,2015-05-10 13:30:17.192114+00
1074,2015-05-06 19:01:44.329922+00
1072,2015-05-04 16:45:13.759775+00
991,2015-05-05 17:16:27.308989+00
1097,2015-05-14 14:26:38.922453+00
1007,2015-05-06 17:19:03.392939+00
1037,2015-04-27 19:35:56.179153+00
807,2015-05-01 14:21:57.978306+00
1030,2015-05-13 19:40:11.626356+00
1044,2015-05-04 17:33:47.953206+00
988,2015-05-01 14:25:04.334004+00
1024,2015-05-06 19:40:33.931461+00
588,2015-05-04 23:59:29.581271+00
1035,2015-05-06 19:30:32.011136+00
1084,2015-05-08 13:31:03.150777+00
1029,2015-05-07 19:23:25.681846+00
1077,2015-05-06 14:44:04.615302+00
1010,2015-04-30 17:33:02.199385+00
1013,2015-05-08 17:48:10.14316+00
111,2015-05-12 20:39:40.26211+00
913,2015-05-06 16:34:07.343612+00
1086,2015-05-08 15:42:55.729987+00
582,2015-05-19 12:57:28.237893+00
983,2015-05-01 14:24:37.21018+00
830,2015-05-08 15:49:38.188233+00
1085,2015-05-08 14:32:02.075266+00
1019,2015-05-06 17:00:31.058986+00
1094,2015-05-11 17:44:50.051337+00
1008,2015-05-08 17:47:16.386154+00
1039,2015-05-08 19:43:57.966739+00
653,2015-05-08 18:24:13.490068+00
980,2015-05-09 13:56:19.67664+00
1060,2015-05-19 13:01:26.574426+00
1107,2015-05-26 12:16:35.743942+00
1070,2015-05-15 17:42:46.194411+00
1018,2015-05-14 12:31:01.895057+00
1098,2015-05-20 17:20:18.523758+00
1096,2015-05-13 20:37:51.593623+00
1088,2015-05-14 17:06:22.836372+00
1034,2015-05-06 19:31:03.698334+00
1042,2015-05-08 13:31:12.545114+00
1100,2015-05-22 18:20:51.171215+00
1101,2015-05-19 18:16:23.62436+00
265,2015-05-06 16:50:52.980715+00
1102,2015-05-25 04:13:18.968162+00
1103,2015-05-25 10:19:31.840722+00
941,2015-05-25 18:27:08.114125+00
1104,2015-05-25 10:54:16.672734+00
1092,2015-05-11 17:04:46.842359+00
497,2015-05-28 22:20:25.075299+00
1106,2015-05-26 11:45:25.915565+00
1087,2015-05-18 18:43:41.359492+00
1108,2015-05-26 13:36:03.32139+00
1120,2015-06-09 21:50:54.137687+00
1111,2015-05-26 16:00:03.269685+00
1203,2015-06-29 19:19:08.888987+00
1114,2015-05-26 19:08:44.938717+00
1134,2015-06-10 14:09:24.290976+00
1216,2015-07-06 20:46:25.573531+00
1185,2015-06-29 19:29:49.767444+00
1116,2015-05-26 19:24:44.586756+00
1117,2015-05-26 19:25:55.166099+00
1232,2015-07-18 00:51:13.101536+00
1118,2015-05-26 20:04:16.9652+00
1183,2015-06-22 17:43:05.63314+00
1182,2015-06-22 17:50:25.75516+00
1174,2015-06-22 18:43:04.303085+00
1122,2015-05-26 21:36:22.586837+00
1175,2015-06-22 18:43:17.907391+00
1124,2015-05-26 23:56:30.883838+00
1126,2015-05-27 01:11:35.426009+00
1123,2015-06-29 22:54:43.715663+00
1162,2015-06-17 05:43:33.322084+00
1125,2015-05-27 01:13:30.317568+00
1164,2015-06-18 03:06:38.965411+00
847,2015-05-27 10:47:35.044208+00
1184,2015-06-22 19:11:37.195821+00
1165,2015-06-18 04:50:10.103584+00
1128,2015-05-27 14:01:38.519391+00
1129,2015-05-27 14:02:23.247571+00
1115,2015-05-27 15:04:22.987283+00
1166,2015-06-18 09:36:35.154523+00
1130,2015-05-28 11:23:06.672246+00
1169,2015-07-06 23:51:58.8838+00
1131,2015-05-28 16:41:58.344122+00
1127,2015-05-28 17:19:02.91211+00
1110,2015-06-18 21:44:21.809591+00
1233,2015-07-18 01:44:17.239305+00
1171,2015-06-18 22:46:07.419274+00
1170,2015-06-18 22:47:48.914533+00
179,2015-05-28 22:20:01.732722+00
1243,2015-07-22 04:11:22.246092+00
1201,2015-06-30 00:39:27.28721+00
1217,2015-07-08 18:08:09.284696+00
1244,2015-09-16 12:15:24.512444+00
1241,2015-07-21 03:15:30.801527+00
1147,2015-06-19 04:22:32.981104+00
1168,2015-06-19 12:47:14.726807+00
1138,2015-05-29 00:27:34.405958+00
1186,2015-06-23 01:40:51.227911+00
1139,2015-05-29 00:28:56.782286+00
1156,2015-06-12 20:28:37.125708+00
1137,2015-05-29 00:29:46.312781+00
1105,2015-05-29 07:03:47.184191+00
1187,2015-06-23 14:31:25.916131+00
1212,2015-07-12 13:45:15.688414+00
1140,2015-05-29 17:24:49.486115+00
1133,2015-05-29 18:27:28.263795+00
1141,2015-05-29 18:30:53.498134+00
1142,2015-05-29 18:32:06.725861+00
1189,2015-06-23 23:11:18.763192+00
1190,2015-06-24 21:23:20.254545+00
1204,2015-07-01 20:48:39.604863+00
1192,2015-06-24 21:54:08.980878+00
1145,2015-06-01 15:52:25.495769+00
1191,2015-06-24 21:52:51.441904+00
1193,2015-06-25 02:48:18.412304+00
1143,2015-06-25 06:37:50.114049+00
1146,2015-06-02 19:09:30.166046+00
1178,2015-06-19 14:45:39.022513+00
1176,2015-06-19 14:44:50.066505+00
1179,2015-06-19 14:46:35.691321+00
9,2015-04-01 23:04:17.332741+00
1109,2015-06-03 19:17:00.804418+00
1149,2015-06-25 06:50:02.163587+00
1135,2015-05-29 19:54:11.658683+00
1205,2015-07-01 22:31:12.099015+00
1136,2015-06-12 13:33:50.438791+00
1144,2015-06-12 13:35:53.080077+00
1153,2015-06-12 13:36:26.755503+00
1113,2015-06-05 17:52:45.835109+00
1177,2015-06-20 00:21:56.176607+00
1237,2015-07-20 07:31:08.297322+00
1148,2015-06-07 23:23:13.701244+00
1151,2015-06-08 07:06:32.226643+00
1194,2015-06-25 16:39:49.944307+00
1150,2015-06-05 17:28:13.657414+00
1119,2015-06-09 21:50:26.083721+00
1121,2015-06-09 21:50:50.082663+00
1181,2015-06-20 16:58:41.910933+00
1195,2015-06-25 16:40:20.351717+00
1206,2015-07-02 00:21:39.426244+00
1207,2015-07-02 00:23:10.460634+00
1172,2015-06-22 14:22:03.05127+00
1256,2015-07-27 02:44:57.641043+00
1154,2015-06-12 16:46:38.910159+00
1211,2015-07-12 13:45:19.424068+00
1157,2015-06-14 18:31:09.30606+00
1132,2015-07-12 18:38:41.72407+00
1248,2015-07-23 18:17:56.879521+00
1219,2015-07-13 07:24:37.721543+00
1159,2015-06-16 10:29:33.013831+00
1112,2015-06-16 10:34:31.821141+00
1160,2015-06-16 10:59:02.329952+00
1161,2015-08-26 17:25:47.956163+00
1220,2015-07-13 12:28:58.438978+00
1163,2015-06-17 10:50:18.655948+00
1221,2015-07-13 22:02:14.088788+00
1218,2015-07-13 07:02:34.037776+00
1180,2015-06-22 14:52:17.12898+00
1199,2015-06-28 16:45:13.948176+00
1155,2015-06-12 17:18:17.035027+00
1188,2015-06-23 14:46:16.586316+00
1200,2015-06-28 22:22:36.935894+00
1222,2015-07-15 15:31:55.921315+00
1167,2015-07-02 12:03:27.023424+00
1197,2015-07-02 13:57:19.088961+00
1209,2015-07-02 15:34:30.644853+00
1210,2015-07-03 02:32:51.038241+00
1173,2015-06-22 15:01:00.646819+00
1245,2015-07-22 16:19:13.401209+00
1224,2015-07-16 18:36:16.740858+00
1249,2015-07-23 18:18:50.008934+00
1202,2015-06-29 17:46:06.903763+00
1234,2015-07-18 22:45:11.972112+00
1196,2015-07-04 07:59:07.099048+00
1258,2015-07-28 03:10:26.62648+00
1213,2015-07-05 06:09:58.206348+00
1214,2015-07-05 06:18:05.498917+00
1225,2015-07-16 23:45:40.035206+00
1226,2015-07-17 05:51:48.243358+00
1227,2015-07-17 08:34:45.098122+00
1238,2015-07-25 07:58:20.298253+00
1235,2015-07-19 18:08:36.560654+00
1152,2015-07-02 02:49:32.35772+00
1208,2015-07-06 18:40:36.09147+00
1246,2015-07-23 08:18:28.182544+00
1215,2015-07-06 20:45:50.101792+00
1247,2015-07-23 08:28:21.899455+00
1230,2015-07-17 19:42:08.306991+00
1231,2015-07-18 00:44:33.418502+00
1158,2015-08-22 18:29:04.733009+00
1239,2015-07-20 21:40:26.37627+00
1252,2015-07-24 19:32:13.289057+00
1240,2015-07-20 21:55:31.148356+00
1229,2015-07-21 21:28:13.170949+00
1242,2015-07-22 02:52:54.652463+00
1251,2015-08-10 14:35:33.625158+00
1250,2015-07-25 09:49:49.287854+00
1228,2015-07-22 15:00:24.962709+00
1261,2015-07-29 15:42:00.347178+00
1198,2015-07-25 07:53:27.025148+00
1257,2015-07-27 20:04:08.730805+00
1255,2015-07-26 09:12:56.62171+00
1253,2015-07-27 20:03:20.109963+00
1254,2015-07-28 03:50:10.725198+00
1236,2015-07-31 07:19:37.167744+00
1260,2015-07-28 13:55:31.13744+00
1262,2015-08-02 02:00:43.616292+00
1263,2015-07-31 07:00:47.176615+00
943,2015-08-01 18:21:55.582285+00
1264,2015-09-01 01:38:18.80732+00
1265,2015-08-12 20:40:40.712726+00
1266,2015-08-12 21:27:47.322272+00
1267,2015-08-12 21:37:24.839257+00
1346,2015-09-08 16:03:39.484984+00
1270,2015-08-13 04:55:47.679176+00
1271,2015-08-13 04:56:17.537222+00
1331,2015-09-17 12:14:25.027572+00
1272,2015-08-13 17:11:46.762296+00
1268,2015-08-13 12:48:33.123747+00
1273,2015-08-14 11:03:30.540128+00
1282,2015-08-24 17:37:26.064588+00
1342,2015-08-31 09:32:13.102133+00
1391,2015-08-20 13:24:28.319157+00
1364,2015-08-18 13:27:29.651071+00
1315,2015-09-06 18:07:26.194009+00
1387,2015-08-24 12:52:30.406857+00
1392,2015-09-12 15:33:35.854703+00
1362,2015-09-14 15:32:59.812828+00
1328,2015-09-10 14:47:35.940233+00
1301,2015-08-26 18:44:29.630049+00
1329,2015-09-14 12:01:36.851934+00
1288,2015-09-14 14:37:45.762232+00
1294,2015-09-04 14:13:15.853919+00
1337,2015-08-18 14:37:44.131063+00
1284,2015-09-03 13:47:24.475414+00
1296,2015-08-14 17:45:27.152833+00
1334,2015-09-19 06:58:40.664227+00
1361,2015-08-18 08:10:05.385338+00
1397,2015-08-20 14:41:33.128634+00
1378,2015-08-26 14:35:53.495613+00
1321,2015-09-12 15:34:40.187401+00
1352,2015-08-21 18:35:00.09754+00
1311,2015-09-17 12:14:43.453353+00
1325,2015-09-11 13:48:57.577018+00
1394,2015-08-20 13:50:08.031837+00
1411,2015-08-21 08:55:36.649031+00
1303,2015-08-19 16:18:54.333694+00
1377,2015-08-31 14:33:50.846898+00
1308,2015-08-31 18:35:53.180508+00
1360,2015-08-18 12:10:40.866441+00
1370,2015-09-15 14:20:46.678125+00
1375,2015-09-02 14:33:24.461531+00
1322,2015-08-18 21:11:16.418255+00
1376,2015-09-14 16:31:18.920552+00
1381,2015-08-21 09:26:40.581929+00
1414,2015-09-01 15:46:02.986509+00
1319,2015-08-15 08:17:26.888312+00
1399,2015-09-14 16:31:05.858175+00
1279,2015-09-03 16:48:21.975858+00
1223,2015-08-15 10:56:15.891962+00
1317,2015-08-18 23:13:31.640712+00
1326,2015-08-19 00:36:44.715859+00
1340,2015-08-21 15:17:43.817025+00
1390,2015-09-02 15:14:56.20519+00
1349,2015-08-26 15:33:51.327822+00
1324,2015-08-16 00:41:48.168344+00
1345,2015-08-17 15:48:27.241799+00
1398,2015-09-01 14:20:53.967787+00
1327,2015-08-17 06:20:12.23139+00
1373,2015-08-31 14:35:01.908736+00
1316,2015-08-17 12:58:06.398949+00
1300,2015-08-31 18:34:23.672733+00
1278,2015-08-26 17:56:48.44299+00
1285,2015-09-10 16:28:48.43074+00
1393,2015-08-24 09:02:16.564752+00
1403,2015-09-02 15:15:02.965608+00
1400,2015-09-10 16:40:41.20002+00
1368,2015-08-26 13:28:13.734791+00
1323,2015-09-18 23:51:01.099396+00
1382,2015-08-26 15:33:09.058398+00
1335,2015-09-02 12:13:39.41503+00
1336,2015-08-21 09:17:21.197697+00
1386,2015-08-19 10:33:37.021372+00
1408,2015-08-21 17:32:03.788806+00
1358,2015-08-27 21:51:36.990055+00
1363,2015-08-21 15:17:53.928467+00
1351,2015-08-17 16:02:48.427576+00
1269,2015-08-15 22:27:35.514897+00
1395,2015-09-04 13:33:31.649101+00
1372,2015-08-31 14:24:59.687558+00
1405,2015-08-26 15:08:41.021979+00
1330,2015-08-31 13:24:08.064041+00
1298,2015-08-29 09:44:20.026148+00
1396,2015-09-15 15:15:37.513935+00
1404,2015-09-10 16:37:18.720847+00
1353,2015-08-17 17:03:32.730493+00
1275,2015-09-17 12:18:58.511307+00
1367,2015-08-26 12:15:04.585966+00
1276,2015-09-09 18:56:28.097024+00
1277,2015-08-17 18:17:51.558373+00
1355,2015-08-17 18:19:47.872419+00
1401,2015-09-16 14:57:33.250729+00
1365,2015-09-01 00:32:58.516658+00
1305,2015-08-31 18:31:29.301111+00
1356,2015-08-17 21:34:05.643292+00
1307,2015-08-31 18:29:43.162071+00
1357,2015-08-18 01:17:13.14106+00
1354,2015-08-26 12:48:34.204644+00
1380,2015-08-31 14:45:40.899816+00
1333,2015-09-14 08:08:11.556758+00
1274,2015-08-27 08:10:23.433094+00
1338,2015-08-19 16:00:28.845806+00
1371,2015-08-18 14:14:30.520728+00
1295,2015-09-11 18:33:05.582829+00
1312,2015-08-31 18:28:14.255201+00
1344,2015-08-26 15:33:13.047069+00
1339,2015-09-16 06:14:54.145882+00
1297,2015-09-03 16:48:17.452536+00
1383,2015-09-14 13:04:07.782968+00
1374,2015-08-18 14:35:46.759608+00
1304,2015-08-31 18:33:49.351762+00
1287,2015-08-21 13:10:28.181956+00
1318,2015-08-20 00:44:56.475243+00
1385,2015-09-02 12:12:42.124459+00
1384,2015-08-31 13:29:54.59311+00
1313,2015-09-04 14:51:24.735118+00
1410,2015-08-20 15:29:24.356634+00
1281,2015-08-18 16:45:57.474044+00
1347,2015-08-31 15:12:40.806562+00
1280,2015-08-17 23:19:43.297021+00
1286,2015-08-18 13:09:49.384236+00
1290,2015-08-18 17:46:31.509062+00
1418,2015-09-16 13:04:36.143542+00
