id,room_id,body,sender_id,sent_at,deleted
856,628,Hello. My name is Madi. I live in Arkansas or in the United States. I enjoy cheer and I enjoy running. Where do you live and what do you like to do?,1092,2015-04-10 16:29:52.633051+00,f
857,618,how is the weather where you live?,2336,2015-04-10 16:30:00.272204+00,f
832,224,Hi,10835,2015-04-10 16:09:19.645+00,t
859,629,"Hey, I'm Kennedy I live in America. My birthday is April 15. I will be turning 14. I live bands, skateboarding, and volleyball.",1096,2015-04-10 16:31:53.298255+00,f
860,255,"Hi Meghan!! I seriously think its so cool that you turn 14 on May 11th because I turn 14 on May 19th! I live in Arkansas, United States, and my favorite school subjects are Math, History, and Art. I am also VERY great at typing! I love sports and in fact I play soccer! Next year I am going to High School and I can't wait to try out for the soccer team! I've played many sports like baseball, football, and others but soccer is my favorite! You seem super rad and I can't wait to talk to you more and learning about you more! :)",1097,2015-04-10 16:32:08.783901+00,f
861,568,where do you live?,2336,2015-04-10 16:32:18.089689+00,f
862,625,hi im brittany i live in arkansas im 13 about to be 14 next month on may 3ed how old are you,1115,2015-04-10 16:33:00.814971+00,f
863,623,Hello!,1139,2015-04-10 16:34:14.819644+00,f
864,157,"Hi, 
I have a few questions about your bio. 
Do you currently live in China?
If not, have you lived in China?
If so, for how long?
What was life like there?",1103,2015-04-10 16:34:29.910228+00,f
865,630,where in america do you live i live in Arkansas and in your commit you said that you live in the natural state and i just wanted to know if we both lived in Arkansas.,1100,2015-04-10 16:34:47.761243+00,f
866,398,"I also like how we have regular rights. Here in California, we have many rights and we have freedom. Many other countries are also lucky enough to have regular rights like us. Many people can vote and get jobs, that's very important. Having regular rights is a good thing to have and other countries don't have that kind of opportunity.",10549,2015-04-10 16:44:25.29655+00,f
868,633,"Hi Jordan, my name is Skye. I'm from Texas, where are you from?",11311,2015-04-10 16:45:56.7+00,t
867,632,"Hi Tyler, my name is Skye. I'm from Texas, where are you from?",11311,2015-04-10 16:45:30.725+00,t
869,631,I agree. People in California have different jobs and different beliefs. Some people respect each others beliefs and that is important because if they didn't it can result to conflict.,11131,2015-04-10 16:48:53.820507+00,f
870,634,"Hi Jordan, my name is Skye. I'm from Texas, where are you from?",11010,2015-04-10 16:49:12.916701+00,f
871,508,lol tell her/him i said hi too,11558,2015-04-10 16:49:27.648705+00,f
872,635,"Hi Tyler, my name is Skye. I'm from Texas, where are you from?",11010,2015-04-10 16:49:32.835057+00,f
873,198,we are next door from each other lol,10434,2015-04-10 16:58:04.007198+00,f
874,368,What country and city do you live in.,9944,2015-04-10 17:08:23.281734+00,f
875,99,"You are Noah Kruz, aren't you? Well done website, people from my school....",1242,2015-04-10 17:29:11.320535+00,f
876,96,"Well, now that I realize it, that was  a really cheesy question.",1241,2015-04-10 17:29:52.036201+00,f
877,103,*we're,1251,2015-04-10 17:30:20.291087+00,f
878,622,"Hello, Thomas",1241,2015-04-10 17:30:27.137368+00,f
879,94,"Wait, where are you from?",1242,2015-04-10 17:30:33.043898+00,f
880,638,I completely agree with you on how we have more freedom. May I ask where you're from?,1253,2015-04-10 17:32:17.339097+00,f
881,639,Yeah all countries do have the same motivation. May I ask where you are from?,1253,2015-04-10 17:34:00.844196+00,f
882,449,"Bentonville, Arkansas how bout you?",1263,2015-04-10 17:34:03.895503+00,f
883,641,"So, where are you from?",1257,2015-04-10 17:34:40.43624+00,f
884,591,hey Taylor where are you from?,1263,2015-04-10 17:34:44.661949+00,f
885,96,Are you French Canadian? Do you know how to speak french? Or is French Canadian have it's own kind of language?,1241,2015-04-10 17:35:03.547954+00,f
886,643,Where are you from?,1247,2015-04-10 17:40:14.011876+00,f
887,645,Where are you from?,2468,2015-04-10 17:40:58.576936+00,f
888,181,Do you live in Canada?,9795,2015-04-10 17:41:36.004819+00,f
889,646,Where are you from?,2468,2015-04-10 17:41:37.000297+00,f
890,401,insted of states they are provinces,9761,2015-04-10 17:43:10.386162+00,f
891,644,What city in Canada do you live in?,2468,2015-04-10 17:43:51.179967+00,f
892,382,hello what it is like to live ware you live<,9761,2015-04-10 17:43:58.654268+00,f
893,332,sup,9796,2015-04-10 17:45:00.965565+00,f
894,333,hello i am from CANADA!!!!,9796,2015-04-10 17:45:47.132575+00,f
895,101,Hi,1243,2015-04-10 17:46:16.941579+00,f
896,331,My g-mail is Brandon.dortmans827@sccdsb.net,9796,2015-04-10 17:46:56.528137+00,f
897,643,How do you pronounce your name?,1247,2015-04-10 17:47:11.552637+00,f
898,323,hi,9807,2015-04-10 17:47:25.576824+00,f
899,186,I have a dog,9801,2015-04-10 17:48:05.455582+00,f
900,93,hey dude,1243,2015-04-10 17:48:05.862209+00,f
901,101,me and hagen are in the same class,1243,2015-04-10 17:48:39.668307+00,f
902,269,Hey do you want to get each others email's? If you do mine is ryan.richardson826@sccdsb.net,9802,2015-04-10 17:48:53.786418+00,f
903,293,I  live in Ontario,9794,2015-04-10 17:49:09.557938+00,f
268,269,"Hey my name is Ryan,
Since I don't know you what do you like to do when you have free time outside of school? 
Btw I play hockey. So i'm a tough guy :)",9802,2015-04-08 13:33:29.095+00,t
904,647,where do you live,1250,2015-04-10 17:49:28.051184+00,f
905,101,do you have a snapchat or instagram,1243,2015-04-10 17:49:33.31748+00,f
906,226,do you have any pets,9787,2015-04-10 17:49:40.104479+00,f
907,333,Canada is better than USA at HOCKEY!!,9796,2015-04-10 17:49:44.130224+00,f
908,416,Canada better then USA in hockey,9790,2015-04-10 17:49:56.958+00,t
909,333,Hey where do you live in USA,9796,2015-04-10 17:50:24.81061+00,f
910,185,"Hi, my name is Ella, I live in Canada and love to dance, I speak English!  What country do you live in, what do you speak and like to do?",9786,2015-04-10 17:50:51.053372+00,f
911,648,What brand is your longboard? I have a Sector 9 and a Landyachtz.,1255,2015-04-10 17:51:12.364371+00,f
912,408,cheetah what about you,9804,2015-04-10 17:51:14.50432+00,f
144,94,"Also, do you have a phone number, tumblr, other social media? Just so I can contact you (Im not a creeper, I promise)",1242,2015-04-07 14:52:31.471+00,t
913,649,hey Abeerah where are you from?,1263,2015-04-10 17:51:58.45866+00,f
914,226,"I have 4 pets, a lizard, and three dogs two huskys and a Manchester that is a baby",9787,2015-04-10 17:52:10.600759+00,f
915,650,Where are you from?,9897,2015-04-10 17:52:16.43208+00,f
916,483,"Hi, my name is Ella, I live in Canada and love to dance! What country do you live in, what do you like to do?",9786,2015-04-10 17:52:19.034684+00,f
917,637,"Hello Ms. Rincon,   I am a 5th grade teacher in North Collins, NY.  My students who are in Book Club are very excited to be pen pals.  I have 13 students enrolled but I will be adding 2 more if possible.  Where do you teach?  How many students do you have?  I look forward to hearing from you!  Margie Dintino",235,2015-04-10 17:52:21.645376+00,f
919,98,hey I just figured out I go to your school,1260,2015-04-10 17:52:40.089265+00,f
920,186,what state do you live in?,9801,2015-04-10 17:52:49.401819+00,f
921,186,I live in the province of Ontario,9801,2015-04-10 17:53:23.525285+00,f
922,154,"Hi, I'm Jon and I live in Arkansas.",1251,2015-04-10 17:54:55.287662+00,f
923,332,Here is my E-mail Brandon.dortmans827@sccdsb.net,9796,2015-04-10 17:56:21.666489+00,f
924,313,"it is i like going to Lake Michigan to swim and fish. do you like tv? I'm not really a people person sometimes i watch mostly dramas, cartoon, anime, and the news",11235,2015-04-10 17:58:15.182203+00,f
925,486,"I Google translated the words lensler and ATATÜRK and they meant contact lenses and him, is that there actual meaning if not what do they mean.",9799,2015-04-10 17:58:54.282696+00,f
926,416,So hows life in USA,9790,2015-04-10 18:01:03.100172+00,f
927,416,It good,9790,2015-04-10 18:01:18.391851+00,f
928,529,which part of USA do you live in?,9790,2015-04-10 18:04:43.600015+00,f
929,118,"I'm Kailash. My favorite school subjects are science and mathematics, and I am a competitive swimmer. I live in Bentonville, Arkansas, a city in Northwest Arkansas.",1244,2015-04-10 18:07:29.010187+00,f
930,612,Hello,11408,2015-04-10 18:10:20.718481+00,f
931,486,"Merhaba, benim adım Rachel. Nasılsın sen? Eğer bu anlayabilir ??? Aslında İngilizce konuşur. Google bu çevirmek için tercüme kullanılır.",9799,2015-04-10 18:10:44.494206+00,f
932,261,"Hello Monet!
I am also looking forward to my students interacting with students outside the classroom in a constructive and educational way.  I teach honors world geography so the topics chosen go great with concepts we have connected with in some way. If you need to contact me, please feel free to email at mrwisner@gmail.com 

Take care.

Mr. Denis Wisner
Collegiate High School",10560,2015-04-10 18:19:06.576223+00,f
933,627,Arkansas.  You?,1425,2015-04-10 18:20:40.267994+00,f
934,389,"Hi Lisa! It's so nice to meet you! My name is Anna Marie and I'm 14 years old! I live in Bentonville, Arkansas, USA, and whatever people have told you about Arkansas, I am not a hill billy hick who lives in a barn. But, I'm a singer and an actor! I'm one of the leads in my schools play, and I have to be in love with my best friend in the play! (He's a guy) I'm also an author who is starting my first novel, Moon Beams.",1439,2015-04-10 18:27:00.737235+00,f
935,165,im from zuric,10771,2015-04-10 18:40:31.491252+00,f
936,168,how are you??,10771,2015-04-10 18:41:00.592503+00,f
937,654,"Hey Caitlynn, my name is Anna Marie and I live in Bentonville, Arkansas, USA. I'm a singer and an actor. I'm playing lead in my school play this year, but the only down side is that I have to pretend I'm in love with my best friend (He's a guy, just so you know)!!! I'm also an author and I'm starting on my first novel, Moon Beams. I can't wait to get to know you and they others more!! -Anna Marie",1439,2015-04-10 18:45:38.261325+00,f
938,174,"Hello! I'm Abbey. I'm also in eighth grade. I enjoy singing, acting and dancing. I love reading and starting and finishing projects. I really am excited to work with you.  My strongest subject in school is science and band. I play the flute and it is very fun.",1414,2015-04-10 18:46:00.818636+00,f
939,299,"Hello! I'm Abbey. I'm also in eighth grade. I enjoy singing, acting and dancing. I love reading and starting and finishing projects. I really am excited to work with you. My strongest subject in school is science and band. I play the flute and it is very fun. I hope we can work together and have fun.",1414,2015-04-10 18:47:26.142084+00,f
940,179,"Hi! I'm Jackson and I am a eighth grade as well. :) I am looking forward to talk with you. I am new to Pen pals so this is going to be a great experience! My strongest subject in school is English, or Science. I am ok at math though:) I am looking forward to chat.",1411,2015-04-10 18:47:52.957115+00,f
941,500,"Hey there, where are you from?",11546,2015-04-10 18:47:56.453061+00,f
942,179,"This is my first year using Pen Pals as well! It's going great so far. I enjoy Science and English too, but Math is still my favourite :)",10688,2015-04-10 18:59:16.04798+00,f
943,245,I really want to go to Ohio State or Wisconsin. And you?,11418,2015-04-10 19:00:46.001257+00,f
944,649,"Hi there, I'm from Ontario,Canada. How about you",10740,2015-04-10 19:02:41.136068+00,f
945,363,Oakville Canada,10724,2015-04-10 19:05:15.212081+00,f
947,363,Where do u live in America,10724,2015-04-10 19:06:09.305773+00,f
948,90,what,10707,2015-04-10 19:07:24.658641+00,f
949,154,I live in Oakville Ontario,10707,2015-04-10 19:07:38.959651+00,f
950,178,"Cool! I like basketball as well! Art isn't really one of my strongest subjects, but I plan to improve on it :)",10688,2015-04-10 19:08:12.84542+00,f
951,572,"Hey. my name is Sylvia. I love sushi, cats and crafting. I have one cat named ginger. Do you have a pet? I also really like art and math. :)",10739,2015-04-10 19:08:28.000737+00,f
952,600,"Hey, I live in Southern Ontario! I play basketball and soccer, our school basketball team recently lost in the Semi-Finals. Since I live in the most southern part of my country, It gets pretty hot in the summer, like around 28 degrees Celsius (82 f). And in the winter it gets easily past negatives, may be into -30c or -22f. 

What kind of sports do you like?
My favorite teams for the NBA is the Toronto Raptors and the Miami Heat
For soccer, I like Manchester United and Bayer Leverkusen

Do you guys have cafeterias in Arkansas? We don't.",10697,2015-04-10 19:09:39.425657+00,f
953,157,"I was live in China for 12 years 7 month. Life is not so good. We have to write many homework.Yes, is write , not type. 
Air in Beijing was very awful, but when the prime minister came to China have a conference, it was totally change. Because the government let all the factory in Beijing stop working.",10698,2015-04-10 19:10:31.01997+00,f
954,463,Hey Sydney,10740,2015-04-10 19:11:41.159331+00,f
955,157,"Except homework and air, very thing is not  bad",10698,2015-04-10 19:11:42.518764+00,f
956,163,"I am from Toronto, south of Ontario. I'm 13 turning 14 soon. My hobbies include dancing and figure skating. I enjoy listening to music and going out with friends. I am also a basketball player and was recently on the school basketball team as we settled in 3rd place!:)",10695,2015-04-10 19:12:33.243625+00,f
957,566,Canada,10717,2015-04-10 19:13:10.916988+00,f
958,657,Hey there Taylor,10740,2015-04-10 19:16:00.469464+00,f
959,157,Where do you live?,10698,2015-04-10 19:16:00.878237+00,f
960,142,"Hey, what sports do you like to play? What are your favorite teams? My favorite teams are Toronto Raptors and Miami Heat for Basketball and Manchester United and Bayer Leverkusen for soccer. Unfortunately, our school basketball team lost in the Semi-Finals.",10697,2015-04-10 19:16:01.919824+00,f
961,408,A deer and a Moose,10013,2015-04-10 19:51:42.88146+00,f
962,595,you didn't use the correct once and Walmart is awesome,1695,2015-04-10 19:58:16.419629+00,f
963,211,oh i think we go to the same school,1695,2015-04-10 19:58:37.186938+00,f
964,103,really?,1702,2015-04-10 19:58:46.737052+00,f
965,366,yes,1690,2015-04-10 19:58:53.860588+00,f
966,103,gona be like dat,1702,2015-04-10 19:58:59.222149+00,f
969,171,"Hey man hows life in Canada, its fine here in the U.S i guess",1705,2015-04-10 20:01:46.029899+00,f
970,431,hi,10494,2015-04-10 20:05:25.59713+00,f
972,663,hello how are you doing,1693,2015-04-10 20:07:33.218578+00,f
968,212,and it's bramlett,1703,2015-04-10 20:01:01.749+00,t
974,381,"Arkansas, you?",1698,2015-04-10 20:11:41.216987+00,f
975,216,Hello,1698,2015-04-10 20:12:03.364231+00,f
976,665,hello,1693,2015-04-10 20:12:21.463611+00,f
973,212,it ends with tt,1703,2015-04-10 20:10:53.705+00,t
967,212,You might not,1703,2015-04-10 19:59:10.837+00,t
977,595,hey Devan i think what you did in science was funny,1695,2015-04-10 20:13:26.340701+00,f
978,212,bramlett,1703,2015-04-10 20:13:27.483448+00,f
979,666,hello,1693,2015-04-10 20:13:33.354618+00,f
980,210,"My name is Grant Adams, I love football, i dont really like shopping depends on what im  shopping for, I also go to the gym when i can but i have football so i try not to go on the days before practice so i dont get sore. I dont know if you know anything about football but i play Defensive back and running back. My favorite color is red and i love steak.",1701,2015-04-10 20:14:10.751863+00,f
981,663,how old r u,1693,2015-04-10 20:14:22.810131+00,f
982,660,"Hey, not trying to be weird or creepy, but where do you live? I live in Arkansas, USA.",1700,2015-04-10 20:14:32.91635+00,f
983,215,how old are you and what gender are you,1695,2015-04-10 20:14:49.897844+00,f
984,164,"Nice to meet you, too. I'm Brianna I live in AR ( Arkansas-USA ). I'm 14 turning 15 in December. My favorite subject is Art. I love sports, my favorite sport is soccer.",1699,2015-04-10 20:16:09.385196+00,f
985,667,Are you proud of Justin Bieber?,1698,2015-04-10 20:17:12.478704+00,f
986,668,what is your favorite subject school,1695,2015-04-10 20:17:17.801433+00,f
987,153,"Hi, my name is Brody i am a boy and i enjoy activity's such as: reading, watching TV, listening to music, and playing games! (video games or otherwise ; )) i am very energetic and love meeting new people!",1702,2015-04-10 20:18:53.207609+00,f
989,176,"Hi, I am Savannah. I am from Arkansas in the United States. Some of my hobbies are basketball, soccer, volleyball, walking/running, swimming, watching TV and hanging out with my friends and family, also I have a strong interest in drawing and listening to music. My favorite subject in school would have to be math, my favorite color is baby blue, green, and black. My favorite food is any type of meat or fruit. My favorite movie is Shark Tale. I dislike celery and cilantro. I am also looking forward to be giving you information about my country and I am excited to learn about your country. 
 Sincerely, Savannah",1694,2015-04-10 20:20:25.571562+00,f
990,665,"Hello how are you doing today, do you have a pet?",1693,2015-04-10 20:20:42.087218+00,f
988,213,I was just joking on the part of not answering.,1700,2015-04-10 20:19:32.862+00,t
991,215,Do you have a Walmart just wondering because Arkansas is the home of Walmart.,1695,2015-04-10 20:24:07.183617+00,f
992,290,I living in a city. sunny right now this weather is weird it is all ways chaging,9863,2015-04-10 20:50:18.701092+00,f
993,245,Lol my dad wants me to go to ohio state because i was born there and he wants be to be close to him,11410,2015-04-10 20:52:14.593691+00,f
994,41,What part like city or region,11424,2015-04-10 21:37:22.867769+00,f
995,672,I think my country is unique and special because we have many natural resources and an ethical racial mixed groups called a 'melting pot'. Many tourists visit us because we not only have many trees and other attractive sites but also the world's second barrier reef. We also have the blue hole as well.,9017,2015-04-10 22:07:19.154928+00,f
996,673,"Hello, my name is Ryan. I live in California and I like outdoor activities like, skateboarding, biking, climbing trees, and swimming. Some sports we do in our country are, football, soccer, baseball, and hockey.",11065,2015-04-10 23:06:57.316392+00,f
997,582,where do you live?,11378,2015-04-10 23:32:16.381558+00,f
998,674,I totally agree with what you said and also think that it is great that other places have the same choices we have everyday,11391,2015-04-10 23:40:20.68858+00,f
999,674,What part of the united states do you live in,11391,2015-04-10 23:40:46.232565+00,f
1001,239,What type of music do you listen to?,11319,2015-04-11 00:44:18.466878+00,f
1002,245,That's my dream school tbh. I'm just trying to get out of Chicago-land,11418,2015-04-11 00:53:00.377294+00,f
1003,492,"Yeah, I'm from Indiana. I live pretty close to Chicago. What about you?",11420,2015-04-11 00:54:23.898739+00,f
1004,173,Hello how are you doing.,10239,2015-04-11 00:58:58.400584+00,f
1005,589,America,10239,2015-04-11 01:00:28.044968+00,f
1006,166,I am glad that you know what you want in your life and what you want to do. I come from an athletic family however i am more of an artistic person. It is a good way to spend my free time doing what i love.,10115,2015-04-11 01:16:13.854467+00,f
1007,410,Texas,10023,2015-04-11 03:27:06.511623+00,f
1008,410,do u go to Kerr?,10023,2015-04-11 03:27:30.60661+00,f
1009,678,"Hi Joe,

I totally agree with you. Today I meet some of Major League Baseball players in China. They're trying to promote baseball to everywhere in China !! Usually, in China baseball still under radar that's a pretty good sport and make people gatherings together work as a team to play a game. I think use sports as a good event to know the new culture from different countries. :D",7297,2015-04-11 11:32:08.504123+00,f
1010,433,"We have different kinds of cultures, because people from around the world come to live in our state. With many different types of people, there are different cultures to live by for different families.",10544,2015-04-11 16:26:40.731709+00,f
1011,679,"Hi Emma, Sorry that I responded late to the Otter Questions. This week was my Spring Break and I was busy. Next time I won't be late like that. Bye!",10539,2015-04-11 17:16:27.188328+00,f
1012,226,I have 2 dogs one is a Australian kelpie and the other is a blue heeler,9900,2015-04-11 18:06:11.876074+00,f
1013,226,And I have a horse becuase I rope calfs.,9900,2015-04-11 18:16:05.635499+00,f
1014,410,"Nope, I've never been to Kerr.",11317,2015-04-11 19:45:52.844201+00,f
1015,70,"Seven Spring, North Carolina. Smack dab in the middle of an agricultural hot spot. Tractors, combines, fields, cows, pigs, turkey, chickens, and no 4g internet reception XD hahaha, but I really do love it here, mostly because of all the space and woods ^-^",10781,2015-04-11 23:07:59.530038+00,f
1016,41,Corpus Christi,11390,2015-04-11 23:57:25.181367+00,f
1017,41,"You might not know of it, it isn't that known like other cities.",11390,2015-04-11 23:58:33.886891+00,f
946,174,"I assume you're into musical theatre because you sing act and dance; I love musical theatre! Have you ever been in a musical before? I've been in The little Mermaid as Ursula, it was a really fun experience! I look forward to working with you as well :)",10688,2015-04-10 19:05:17.573+00,t
1063,648,Santa cruz and a landyachtz,10409,2015-04-13 14:01:54.849853+00,f
1180,349,What does you country have in poverty?,10532,2015-04-13 21:22:59.556487+00,f
1000,664,Yes indeed.,10115,2015-04-11 00:33:45.281+00,t
1018,174,"I assume you're into musical theatre because you sing act and dance; I love musical theatre! Have you ever been in a musical before? I've been in The little Mermaid, it was a really fun experience! I look forward to working with you as well :)",10688,2015-04-12 00:12:00.481726+00,f
1019,667,No,10724,2015-04-12 00:28:44.428773+00,f
1020,245,Im trying to leave corpus lol,11410,2015-04-12 01:11:06.233608+00,f
1021,41,yea i don't know,11424,2015-04-12 01:43:10.760148+00,f
1022,681,"Hello it is so nice to meet you, I hope we have great responses together",10504,2015-04-12 06:40:34.309847+00,f
1023,122,"oh joy, what state?",10238,2015-04-12 14:54:18.450895+00,f
1024,330,"Hi! I'm Hilary. I am very excited to be Pen Pals really with you. I'm glad to hear that you enjoyed visiting Canada, there's so much to see! I also have recently have gone to the US to visit some friends near Syracuse, NY. Even though this is an English/Language project for us, my favourite school subjects are science and gym. I really enjoy sports, specifically soccer and lacrosse. I live in a city near Toronto, Ontario, but I was born in Alberta where all of my extended family lives. I would love to know a little bit more about you too:)",10682,2015-04-12 15:48:00.667837+00,f
1025,682,"Hi! I'm Hilary. I am very excited to be Pen Pals really with you. Even though this is an English/Language project for us, my favourite school subjects are science and gym. I really enjoy sports, specifically soccer and lacrosse. I live in a city near Toronto, Ontario, but I was born in Alberta where all of my extended family lives. I would love to know a little bit more about you too:)",10682,2015-04-12 15:48:58.636042+00,f
1026,431,How is your life in Texas?,10550,2015-04-12 20:00:47.034309+00,f
1027,461,I live in Burleson Texas,9868,2015-04-12 20:56:21.526311+00,f
1028,106,"hey, my name is Cheyenne, I go to Kerr in Texas",9868,2015-04-12 20:57:21.72073+00,f
1029,199,"Hi, Michelle! Our kids were on spring break this past week, too, so we will be starting on the articles tomorrow. We are starting with the Environment, right?
Wendi, in NC   PS--my students are all language learners, so please be patient with their English! Would your class be up for a skype or real-time chat sometime?
wpillars@chatham.k12.nc.us",7215,2015-04-13 00:55:11.069619+00,f
1030,624,Hi Destiny,9489,2015-04-13 01:41:37.717963+00,f
1031,386,Hi Carrie.,9489,2015-04-13 01:41:57.012169+00,f
1033,678,"Hi Jimmy, nice to meet you!

That's really cool that you met some baseball players in China!  Who did you meet?

I'm a big basketball fan.  I even played basketball in College and I still play almost every week.  Do you watch the NBA?  What are your favorite sports to watch and to play?

-Joe",11434,2015-04-13 04:23:30.717018+00,f
1034,678,"Hi Joe, nice to meet you too! I met Jesse Litsch who was a MLB pitcher for Toronto Blue Jay!! I'm also big fan of Chicago bulls since 1991 till now. (MJ led Bulls to win the championships 6 times...)  Actually, I played basketball from junior to senior high but I got knee injury badly can't jump anymore that's why I change to play baseball in college!! :) 
I play baseball very week unless is raining day!! So my favorite sports are basketball and baseball!! I guest this year NBA champion should be SF Worriers....   
So which city do you live in US West coast? or East coast? I had been to East coast (NY and Boston)once when I was senior high school student which my family! 
Jimmy",7297,2015-04-13 05:47:06.072836+00,f
1035,674,I live in Southern California,10846,2015-04-13 06:25:28.727308+00,f
1036,553,Hi,2006,2015-04-13 12:23:08.318872+00,f
918,583,hi,11601,2015-04-10 17:52:31.102+00,t
1037,490,Or don't talk lol ..,9444,2015-04-13 12:39:25.733157+00,f
1038,265,whats up,9440,2015-04-13 12:39:44.985859+00,f
1039,482,Hay I'm from Vermont,2031,2015-04-13 12:48:21.587574+00,f
1040,199,"Michelle, let's start with poverty today, then the kids can catch up with environment later?",7215,2015-04-13 13:00:04.21916+00,f
1041,208,Hello Fidel my day was awesome. sorry i have not written yet I was on Spring Break.,10626,2015-04-13 13:03:36.897668+00,f
1042,88,"Hi Andrew, i'm Carolann. How are you?",10626,2015-04-13 13:04:36.243001+00,f
1043,479,Hello your my PenPal match.,11126,2015-04-13 13:16:17.509645+00,f
1044,245,You don't like it there?,11418,2015-04-13 13:18:50.601741+00,f
1045,553,hello,11480,2015-04-13 13:19:48.380169+00,f
1046,479,My name is Travis.,11126,2015-04-13 13:19:54.873964+00,f
1047,135,is ur teach making u write this or r u just proper,11380,2015-04-13 13:19:59.412872+00,f
1048,67,I DO NOT NEED THIS,11380,2015-04-13 13:20:22.909222+00,f
1049,74,"Sorry it is probably the way I wrote it, the same way I speak lol. I am from nc. Where are you  from? What I meant by it was they hide the truth, like how it truly is in the world. Kind of like a front if you get what I mean?",10631,2015-04-13 13:20:50.956253+00,f
1050,258,":D Hey, man! SO where you from? Like what state because I'm from North Carolina......just saying",10633,2015-04-13 13:22:18.584421+00,f
1051,259,"The animals that are common in my neighborhood (North Carolina) are, varieties of birds, squirrels, deer ( there is a lot of them that it's common to hit one with a car), lots of bugs, raccoons, snakes, fox, and too many bees. The environment in North Carolina is typically warm and humid, we tend to have snow every year but usually it's not much.",10628,2015-04-13 13:23:11.195064+00,f
1052,686,"Hi, my name is Kady Lupper! I just turned 17 and I live in Beautancus, NC. I'm currently a junior in high school. My aspirations are to pursue a  degree in Political Science, and then enlist in the Navy or Marine Corps as an officer. After that my plan is to attend law school. How about yourself? Can't wait to hear from you!",10634,2015-04-13 13:30:28.733575+00,f
1053,205,"Hey Kyle! 

My students are really excited about this experience, and I hope that yours are as well! I told my students that some of them will be corresponding with other students in Connecticut, and they were wondering if you, or any of your students, have experienced the haunted house that was in the movie ""The Haunting in Connecticut?""",9835,2015-04-13 13:30:33.998494+00,f
1054,76,"Hello Nice to meet you ,Well In El Salvador the technology is not good enough because there is poverty but with the passage of time been improving. Fortunately El Salvador is very beautiful , I am proud to be a Salvadorian .",10623,2015-04-13 13:31:40.367067+00,f
1055,200,"Michelle, I hope you enjoyed your break! My students are currently responding to the articles and sending messages,so your kids should have something to respond to. We are extremely interested in skyping with you all, so I guess we will have to set that up in the future.",9835,2015-04-13 13:32:08.890041+00,f
1056,364,Hello there Gavin! :D,10635,2015-04-13 13:33:05.733342+00,f
1057,271,nice!,9448,2015-04-13 13:34:15.63131+00,f
1058,539,Cool nice to meet you,1953,2015-04-13 13:39:08.854399+00,f
1059,687,"Hello! ^_^ I was wondering, what is the Five Finger Death Punch?",10629,2015-04-13 13:50:42.798674+00,f
1060,300,Hey! I am 17 years old. How old are you??,10624,2015-04-13 13:52:55.663156+00,f
1061,491,I moved to the USA because my parents wanted a better future for me. What state do you live in?,10624,2015-04-13 13:54:24.454816+00,f
1062,74,How old are you?,10631,2015-04-13 13:58:59.651329+00,f
1064,267,"Hey, my name is Tyler, I am seventeen years old and will be turning eighteen on August 8. I have lived in The United States all of my life. I live in Michigan and live in a small village. My favorite subject is math, specifically Algebra. I enjoy remodeling homes, working on vehicles, and working out. I enjoy spending time with my dog, my dog is my best friend. I look forward to learning more about you and talking back and forth! :)",9471,2015-04-13 14:03:00.635516+00,f
1065,258,"How old are you, and what grade are you in?",10633,2015-04-13 14:04:44.702916+00,f
1066,387,Hello,10242,2015-04-13 14:11:05.149193+00,f
1067,330,"i was born in hillsdale, michigan but live close to jackson now",10238,2015-04-13 14:25:18.466954+00,f
1068,330,and I was wondering if you speak french?,10238,2015-04-13 14:26:14.619358+00,f
1069,302,hello,10520,2015-04-13 14:27:56.292654+00,f
1070,107,"You can ask any questions about me, I would love to educate you on my country.",9387,2015-04-13 14:28:21.545652+00,f
1071,302,sorry I didn't respond sooner I was on a cruize all week.,10520,2015-04-13 14:28:47.410751+00,f
1072,688,Hello,2202,2015-04-13 14:29:18.439091+00,f
1073,245,No lol,11410,2015-04-13 14:31:58.636406+00,f
1074,467,"Sorry that i haven't replied yet... My name is Josh and I enjoy reading and writing but not when forced to in school. Science and math are my favorite subjects. My past times are video gaming, hanging out with friends and family, hiking, and making things.",10410,2015-04-13 14:34:25.466144+00,f
1075,666,"Hi my name is Kelly I live in Vermont.
What state do you live in?",2114,2015-04-13 14:42:24.245651+00,f
1076,245,What's wrong with it lol? I'm sure it's better than where I live.,11418,2015-04-13 14:42:41.93964+00,f
1077,565,Texas? Are you currently living their? My best friend lives in Texas.,11539,2015-04-13 14:43:48.126422+00,f
1078,688,"My name is Francie and I live in a small town in Vermont with my sister, brother, and parents. I go to schools  everyday except on the weekends. I like to play field hockey and ski. I'm in eighth grade and go to a small school with about 50 kids in my grade. What are some of your favorite hobbies?",2202,2015-04-13 14:44:45.702174+00,f
1079,297,"I love watching Netfix! I also love do horseback riding, sailing, and skiing. How old are you?",9385,2015-04-13 14:45:47.126302+00,f
1080,300,I'm 15 years old. What state do you live?,9385,2015-04-13 14:49:41.749608+00,f
1081,690,"Hey, 
I was wondering what poverty was like in your region/country? 
-Nina",2121,2015-04-13 14:51:22.328106+00,f
1082,690,"Hey again, 
I was wondering where you lived as well..on the website I can't see where you are from, so I amunable to answer some of the questisions. 
Thanks
-Nina",2121,2015-04-13 14:53:23.24689+00,f
