id,name,code,teacher_id,description,course_id,skill,country,state,target_start_date,points
2478,Walnuts Year 4,OPK1mP,27919,"",11,Beginner,United Kingdom,England,2015-11-04,0
1532,Mr. Rosen's Fourth Graders,OLk3sU,15223,"",11,Beginner,United States,NJ,2015-09-14,0
2118,Mrs. Whitlock's 4th Graders,5mMtCP,21037,"",11,Intermediate,United States,TX,2015-09-16,0
317,arielle1,7CZub2,737,"28 students, from a low socio-economic area in Los Angeles.  Students come from a mostly hispanic background. They are just learning about a world that is bigger than their 10 square block in the depths of Los Angeles.",1,Beginner,United States,CA ,2015-01-12,50
915,Individual,uKZlwP,12317,individual student,1,Advanced,United Kingdom,"",2015-05-25,25
211,5MTWE,IK8zCN,109,"17 students, male and female, studying modern languages (English, French, German) and sciences",1,Intermediate,Belgium,Vlaams Gewest ,2015-02-23,25
337,4,Y8ynaS,4417,This is a class in two groups. They are in 4th grade (10-11 years old) and most of the students are at a beginners level.,1,Beginner,Sweden,Stockholm County ,2015-02-23,50
153,7.2 Patrick Henry,2hUfXg,672,"This is an accelerated class of 29 seventh graders from Sioux Falls, South Dakota. We want to practice our writing skills while also learning about global issues that go beyond our front door.",1,Intermediate,United States,SD ,2015-01-12,50
774,TEEN-1,D26OSb,9400,"",1,Intermediate,Poland,Silesian Voivodeship ,2015-04-06,0
1565,World History 3,UHdu8b,15550,"",11,Advanced,United States,CA,2015-09-21,0
1748,Ms. Hunt's GT Class,6dxjp7,16664,"",11,Beginner,United States,TX,2015-09-14,0
2188,Ms. Moreno ' World of Possibility,nolFUi,22500,"",1,Beginner,United States,CA,2015-09-14,0
152,Ms. Shaina Bee's Class,w74s7d,670,My students are a mixture of 4th and 5th graders attending a science elementary school and right now we are in the process of completing our New Year's resolutions to be more aware of our surroundings and to get involved with whats going on in our environment.,1,Beginner,United States,CA ,2015-01-12,50
2258,Mrs. Wiley's Class,H5VAVl,24378,"",11,Beginner,United States,IL,2015-09-21,0
728,The hangout room,KpvABB,9433,Group of high schoolers from various year levels (mainly year 8) who are keen to learn about other cultures and meet new people! We spend our lunch times hanging out in the Welfare office together and our student Well being leader thought this could be a fun way to connect with the world.,1,Beginner,Australia,VIC ,2015-05-25,50
90,Pingel's 5th Grade Enrichment,7RzqZ8,232,Select group of fifth grade students using chrome books to enrich technology skills.,1,Beginner,United States,NC ,2015-01-12,25
27,Eagles,1TI7wN,47,7th and 8th grade language arts students in Wisconsin.,1,Intermediate,United States,WI ,2015-01-12,25
1598,Writing Around the World,EpB3R8,15731,"",11,Intermediate,United States,ME,2015-09-14,0
1629,5S Knight Time,GN2sbW,15876,"",11,Beginner,United States,WI,2015-09-28,0
1685,SummerCamp,quTd8r,16170,"",11,Intermediate,Germany,RP,2015-08-06,0
49,Ms. Goree's Reading Class,CLxS9r,82,reading,1,Advanced,United States,WA ,2015-01-12,25
2153,World History 2nd Block,mS4rJt,157,"",1,Intermediate,United States,SC,2015-09-14,0
2223,Lowry,4CVz2D,23647,"",11,Beginner,United States,IL,2015-09-18,0
1978,Mr.Jackson's 5th Grade Class,HAOe0H,15974,"",11,Beginner,United States,AL,2015-08-31,0
2291,Professional Communications,CEn9NR,20650,"",1,Beginner,United States,TX,2015-09-21,0
2324,G6,awXfBg,25705,"",11,Beginner,United States,TX,2015-10-05,0
2356,6th grade Kassebølle,494RqY,26269,"",11,Intermediate,Denmark,Region Syddanmark,2015-09-28,0
2388,Mr. Schallenkamp's Class,gRVb4I,26775,"",11,Advanced,United States,NC,2015-09-24,0
2451,Telstar BGC 6+,BNFaW6,26806,"",11,Beginner,United States,OK,2015-10-05,0
2420,Period 5 & 6,j6lUuJ,25669,"",11,Intermediate,United States,CA,2015-10-26,0
1709,Ms. Ward Afternoon,HmeFzj,16304,"",11,Beginner,United States,SC,2015-09-06,0
2083,SPARK 7-8,6CMphF,17109,"",11,Intermediate,United States,MO,2015-09-07,0
414,Mrs. De La Paz-Rios's English 2 C lass,Rpw6vg,5585,"English 2 PreAP-We study a variety of global literature ranging from classics, poetry, drama, and non-fiction text.  Writing is a major part of our course as well.  The main goal for this course is to gain a cultural perspectives of different parts of our vast world.",1,Advanced,United States,TX ,2015-02-23,50
1944,Bridge Friends 4,n0Biyo,18081,"",11,Beginner,United States,IL,2015-09-21,0
2119,Mrs. Whitlock's 5th Graders,jDpE57,21037,"",11,Advanced,United States,TX,2015-09-17,0
1533,Kolibri,mbwKZL,15250,"",1,Beginner,Russia,Moscow,2015-06-30,0
544,Current Events Class,8HaLPr,7002,This class is designed for students grades 9-12 to teach the students to become more aware of events that take place around the corner and around the world.,1,Advanced,United States,IA ,2015-02-23,50
419,Mr. Kuntz's World Civilizations,4fvJI4,5590,This high school class focuses on learning about civilizations around the world.,1,Advanced,United States,UT ,2015-04-06,25
1979,Mr.Jackson's 4th Grade Class,ELq4rt,15974,"",11,Beginner,United States,AL,2015-08-30,0
2084,Weaver's Kids,QUSZCE,20514,"",11,Beginner,United States,AZ,2015-10-05,0
776,DECHS English III,vRrj06,9835,An Honors English III class interested in expanding their knowledge of culture beyond the 4 walls of the classroom.,1,Advanced,United States,NC ,2015-04-06,50
526,Individual,kzoeWS,6612,individual student,1,Intermediate,United Kingdom,England ,2015-04-06,25
563,Excellence West,CC0alw,7412,"Our classroom is a multi-age (9, 10, and 11 years old) NxGLC environment. Our instruction is personalized, encompasses technology and self-motivates students to become lifelong Learner's. Two teachers work to individualize instruction for 57 students through flexible grouping and continuous assessment.",1,Beginner,United States,WI ,2015-02-23,50
1566,Geography MBA,csP4lH,15550,"",11,Advanced,United States,CA,2015-09-21,0
757,Mrs. Couto & Mr. Crone's Grade 3 Class,pnvhKD,9697,"I teach a grade 3 class at the small Catholic school St. Vincent de Paul in Toronto Canada. I am lucky to teach 18  bright, inquisitive boys and girls who despite being only in grade 3 are strong writers. I believe education is best when it connects learners to the R E A L world and I am excited to try PenPal schools for the first time!",1,Beginner,Canada,ON ,2015-04-06,50
1749,3rd hour 7th and 8th grade,l4yN3h,41,"",11,Intermediate,United States,OK,2015-08-17,0
89,Pingel's 6th Grade Enrichment,SGKBVU,232,Select group of 15 Sixth grade students working on chrome books.  We meet every day for 40 minutes,1,Beginner,United States,NC ,2015-01-12,50
581,Lynch Literacy 14-15,E6HYIC,7811,"Our Literacy class focuses on learning Greek and Latin stem words to increase vocabulary, reading comprehension skills, independent reading in various genres, and exploring various student interests.",1,Intermediate,United States,GA ,2015-02-23,50
1795,W.G.3,sZC2ms,16040,"",11,Intermediate,United States,NE,2015-08-31,0
2224,5AS,wrTXt5,23664,"",11,Beginner,United States,IL,2015-09-12,0
2325,JHGT,sieql2,25821,"",11,Beginner,United States,TX,2015-09-20,0
470,Individual,Em8EH1,6104,individual student,1,Beginner,United States,IL ,2015-04-06,25
1730,7.b,jof2yb,16431,"",11,Beginner,Denmark,Region Syddanmark,2015-08-13,0
2049,Information Technology I,p4w45V,19252,"",1,Intermediate,United States,NE,2015-09-07,0
1686,Mrs. Morgan,GFm6AJ,16199,"",11,Beginner,United States,OH,2015-08-23,0
1710,Year 5,82WUzV,16306,"",11,Beginner,Sweden,Västra Götaland County,2015-08-29,0
2292,Lukins Period 3,3jLrku,24843,"",11,Advanced,United States,CA,2015-09-21,0
2259,Mrs. Sigola's Class,grPkVx,24384,"",11,Beginner,United States,KY,2015-09-28,0
1630,English IV - 7th,jFmqu8,15522,"",11,Advanced,United States,TX,2015-09-21,0
1765,Ms. Cunningham's Class,tStJXH,16810,"",11,Beginner,United States,MS,2015-09-03,0
2421,Demo,wFn9jV,20630,"",1,Beginner,United States,MO,2015-09-24,0
2357,2015 Language Arts,2Kb3tq,26332,"",11,Beginner,United States,CA,2015-10-05,0
2389,Anna,rG8En7,26830,"",1,Beginner,United States,TN,2015-09-23,0
2189,6-Steffens,t4ufYD,18559,"",11,Intermediate,United States,NJ,2015-09-21,0
806,7th Grade Research Technology Friday class,z33kMi,10638,A class of 11-12 year olds learning about digital and media literacies.,1,Intermediate,United States,NJ ,2015-05-25,25
1945,Mrs. Hall's 2nd Grade,C4nEvc,18084,"",11,Beginner,United States,KY,2015-08-25,0
2553,Mrs. Playford 6th Hour,ucbYRE,29390,"",12,Beginner,United States,OK,2015-10-19,0
1660,Clark 2nd Period 2015,MvJwTe,16023,"",11,Intermediate,United States,IN,2015-08-14,0
2015,Manasquan Elementary School French I Honors,qB7IZI,18914,"",11,Beginner,United States,NJ,2015-09-15,0
1600,Mrs. Vinger's Fourth Grade Class,kydfAj,15760,"",1,Intermediate,United States,WI,2015-09-14,0
2120,6B,i1ORQW,21078,"",11,Beginner,Turkey,Mersin Province,2015-10-11,0
2190,7th Geography,UU7XcQ,22548,"",11,Beginner,United States,OK,2015-09-14,0
2050,Nora Spanish III,phzHYr,15950,"",1,Intermediate,United States,MD,2015-08-30,0
2085,Grade 3 Travelers,JiHMcz,20493,"",11,Beginner,Canada,QC,2015-09-22,0
2155,Geography 0,AAeLls,15550,"",11,Advanced,United States,CA,2015-09-21,0
614,St Ann's Year 3,BIpGsq,8952,London Classroom of thirty 7-8 year olds,1,Beginner,United Kingdom,"",2015-04-06,25
1731,St. Mary School Sixth Grade,uQYp0u,16434,"",11,Beginner,United States,OH,2015-09-14,0
914,Individual,cHhIdo,12316,individual student,1,Advanced,United Kingdom,"",2015-05-25,25
1567,World Civ 6,n3EB51,15550,"",11,Advanced,United States,CA,2015-09-21,0
713,English - Writing Lab,VRTcxS,9378,This class is to help students improve their writing skills.,1,Advanced,United States,OH ,2015-04-06,25
2505,7-Athena,S3T3GF,28630,"",11,Beginner,Cambodia,Phnom Penh,2015-10-04,0
1854,World History,XaFXrI,1993,"",11,Intermediate,United States,NC,2015-09-07,0
671,Joshua Creek Public School,SQALgw,6150,"Grade 8 class in Ontario, Canada",1,Intermediate,Canada,ON ,2015-04-06,25
2260,After School English!,7lBKwT,24396,"",1,Intermediate,Dominican Republic,La Altagracia Province,2015-09-15,0
306,WMS Marone 2 14-15,EL3wRf,594,Mr. Marone's Period 2 Social Studies Class,1,Intermediate,United States,CT ,2015-02-23,25
1750,6th hour 6th and 7th grade,En4Lbm,41,"",11,Intermediate,United States,OK,2015-08-17,0
2422,7th hawks,I5jQc8,27158,"",1,Beginner,United States,CA,2015-09-24,0
2326,Mrs. Taylor's Class,bBKFtp,25831,"",1,Beginner,United States,FL,2015-09-21,0
2390,Class 1,oaMBCd,26873,"",11,Beginner,United States,TX,2015-10-05,0
2225,third grade,MxYraj,23671,"",12,Beginner,United States,LA,2015-09-21,0
2452,World Literature,xjqHhm,27721,"",11,Intermediate,United States,NE,2015-10-19,0
1796,Buhner's Gabbianos,DzdUE4,17292,"",11,Intermediate,United States,VA,2015-09-22,0
1687,Mr. Jones' Explorers,AZWtPO,16200,"",11,Beginner,United States,PA,2015-09-21,0
2479,7D,N4jKOn,24776,"",1,Beginner,Denmark,North Denmark Region,2015-09-27,0
2293,Lukins Period 1,zrZYz4,24843,"",11,Advanced,United States,CA,2015-09-21,0
1847,Tzabar 1,OJZ135,16201,"",1,Beginner,Israel,Center District,2015-09-30,0
1851,Awesome Geniuses,3oCoGN,17560,"",11,Beginner,Canada,ON,2015-09-13,0
1856,4th Grade,3p5uqY,17290,"",1,Beginner,United States,WV,2015-08-25,0
2611,quarta B ITAA,M8VazV,30062,"",1,Beginner,Italy,Sicily,2015-10-11,0
2591,Agastya,sRjvVS,29836,"",11,Beginner,India,KA,2015-10-04,0
2627,English 11: World Literature and Composition,36MUYp,27721,"",14,Advanced,United States,NE,2015-10-19,0
1980,2H- Hallahan,LhlO6m,18459,"",11,Beginner,United States,IL,2015-09-15,0
1946,DeNeT 2015,EBlByJ,18090,"",1,Intermediate,Ukraine,Kyiv city,2015-11-01,0
2294,Lukins Period 5,udUXH6,24843,"",11,Advanced,United States,CA,2015-09-21,0
1661,Clark 3rd Period,8zZWLE,16023,"",11,Intermediate,United States,IN,2015-08-14,0
1981,Nueva Vista,Ww2IYN,15707,"",11,Beginner,United States,CA,2015-09-01,0
2423,Emily and Joel,z89Snr,14939,"",12,Beginner,United States,TN,2015-09-28,0
2086,Mr. Lopez's Super Genius Writers,096tYP,20515,"",11,Beginner,United States,TX,2015-09-14,0
2121,The Falcons,7uQU3Z,21084,"",11,Beginner,United Arab Emirates,Sharjah,2015-09-29,0
2359,6th Grade-Dinslage,Y7jgCZ,26342,"",11,Beginner,United States,NE,2015-11-16,0
2156,World History 1,vqfEr9,15550,"",1,Advanced,United States,CA,2015-09-21,0
2016,Cypress Class,G21Sk3,18918,"",11,Beginner,United States,WA,2015-09-14,0
2226,Diaz Homeroom,lnFnyA,23678,"",11,Beginner,United States,CA,2015-09-21,0
2612,8 4,KGFkbd,30100,"",11,Beginner,United Kingdom,England,2015-10-11,0
2506,7 Ares,FfYiVi,28628,"",11,Beginner,Cambodia,Phnom Penh,2015-10-18,0
2261,Spanish 2,0PTvOk,24400,"",11,Advanced,United States,WY,2015-09-21,0
2327,Saville International Club,DyiNJK,25837,"",11,Beginner,United States,NV,2015-10-05,0
1688,English 10 Preap,L8n2JR,16202,"",1,Advanced,United States,NV,2015-09-08,0
2051,Luminous Learners,gt4hCY,19318,"",11,Beginner,United States,NM,2015-09-14,0
2642,Mr. G's 20% Time,uQ7MvV,30870,"",11,Advanced,United States,SD,2015-10-07,0
2480,10 Athena,rfxp2R,27912,"",11,Advanced,Cambodia,Phnom Penh,2015-10-04,0
2530,Mrs. Eaton's 3rd Grade,9ftW1z,28845,"",11,Beginner,United States,MI,2015-10-05,0
2191,6th grade,9bzK5U,22548,"",11,Beginner,United States,OK,2015-09-14,0
1632,Mrs. Frazer's 4th Grade,Fa4u4m,15892,"",1,Beginner,United States,TX,2015-08-24,0
2554,Common Threads,0fvXkB,29391,"",1,Beginner,United States,IL,2015-10-02,0
2592,SKIS Grade 5,6lTIyH,29835,"",11,Beginner,Singapore,"",2015-10-19,0
2453,Honors English Composition,bWQvbe,27721,"",12,Advanced,United States,NE,2015-10-19,0
2628,Mrs. Sniezek's Classroom,wpK0Cp,30462,"",11,Beginner,United States,PA,2015-10-19,0
2653,seventh,UbrIgo,31158,"",14,Beginner,India,TN,2015-05-09,0
1018,CJacquelineB: 4-2-2015,JKEmhA,12999,"",1,Beginner,Australia,NSW,2015-05-25,0
1982,P5,560aoD,18473,"",11,Intermediate,Denmark,Region Syddanmark,2015-08-27,0
2424,8th Grade Computer Class,BxgPQf,27279,"",12,Beginner,United States,NJ,2015-10-26,0
1021,soph5975: 4-2-2015,ocEkBA,13009,"",1,Beginner,United States,IL,2015-05-25,0
2017,Manasquan HS French II,Smwwaj,18914,"",11,Beginner,United States,NJ,2015-09-15,0
1017,vkorchin: 4-2-2015,3tdlQ5,12998,"",1,Intermediate,Russia,Nizhny Novgorod Oblast,2015-05-25,0
994,Amydsouli212: 3-29-2015,yWH48c,12767,"",1,Beginner,United Kingdom,Scotland,2015-05-25,0
2295,Shannon 5-1,6tsds9,24522,"",11,Beginner,United States,OH,2015-09-17,0
995,Marie_220: 3-29-2015,KJfUaT,12768,"",11,Advanced,United States,CT,2015-05-25,0
1026,Dharrsheni Vijayakumar: 4-3-2015,qBWbmq,13025,"",1,Beginner,Malaysia,Pahang,2015-05-25,0
996,İlknur: 3-29-2015,dp1ZbA,12771,"",1,Beginner,Turkey,"",2015-05-25,0
998,Mrs. Strohl's 4th Grade,ketxiw,10642,"",1,Beginner,United States,FL,2015-05-25,0
999,Dhruv1507: 3-29-2015,0k2GIz,12804,"",11,Beginner,United States,NC,2015-05-25,0
2052,Nye World Studies,EzhjAs,19312,"",11,Beginner,United States,TX,2015-08-31,0
1000,rmaddocks: 3-30-2015,85zUdA,12810,"",1,Beginner,United Kingdom,England,2015-05-25,0
1003,salim: 3-30-2015,2lNtLH,12823,"",1,Intermediate,Turkey,Denizli Province,2015-05-25,0
1004,Kotta: 3-30-2015,RmPtLZ,12827,"",1,Beginner,Canada,NS,2015-05-25,0
1006,rissaroo: 3-30-2015,82xzde,12966,"",1,Beginner,United States,UT,2015-05-25,0
2392,Spanish 1,JwqYAU,26882,"",11,Beginner,United States,MS,2015-09-28,0
1602,Mrs. M. Anderson AM class,oWPUSO,15767,"",1,Intermediate,United States,IA,2015-10-19,0
2227,8.klasse,FgWohl,23696,"",1,Intermediate,Denmark,Region Syddanmark,2015-10-04,0
2531,Words With Friends,6NPFbJ,28872,"",11,Beginner,United States,CA,2015-10-12,0
1015,Artist101: 4-1-2015,Yi7OyD,12997,"",1,Beginner,United States,ID,2015-05-25,0
2360,Mrs. Potter's Room,rbSdO4,26345,"",11,Beginner,United States,NC,2015-09-23,0
1569,TuAtea,oQZOQo,15561,"",11,Beginner,New Zealand,Nelson,2015-07-19,0
1019,gejee144: 4-2-2015,OGNxEN,13002,"",1,Beginner,Thailand,Bangkok,2015-05-25,0
2555,Mrs. Taylor's Larimore Lions,fCz5P6,29394,"",11,Beginner,United States,MO,2015-10-19,0
1022,Crystal2576: 4-2-2015,S1ALg3,13011,"",11,Beginner,United States,IL,2015-05-25,0
1023,IrminaMina: 4-3-2015,ln0g7y,13012,"",1,Beginner,Malaysia,Sarawak,2015-05-25,0
1024,Ashley: 4-3-2015,vL6Hnx,13015,"",1,Beginner,Malaysia,"",2015-05-25,0
2192,8th History,PjhPyg,22548,"",12,Beginner,United States,OK,2015-09-14,0
1027,Chia1610: 4-3-2015,EDYhZP,13026,"",1,Beginner,Italy,"",2015-05-25,0
2643,Creative Writing,tUJwfa,30872,"",1,Intermediate,United States,NJ,2015-11-02,0
2454,Current Events,webhz8,16598,"",1,Beginner,Japan,Tokyo,2015-11-09,0
1031,KierstinA: 4-3-2015,cc5dNR,13063,"",11,Beginner,United States,PA,2015-05-25,0
2328,Saville International Club,RdRLZv,25837,"",11,Intermediate,United States,NV,2015-10-12,0
1032,Desarae: 4-3-2015,kgTpOf,13064,"",1,Beginner,United States,TX,2015-05-25,0
2593,7B+D,aNySiV,29839,"",11,Intermediate,Denmark,Region Zealand,2015-10-25,0
1033,MrRoseOrtiz,JBYff8,13065,"",1,Beginner,United States,TX,2015-05-25,0
2507,Stratford Program Room 124,DIQmea,28626,"",11,Beginner,United States,VA,2015-11-02,0
1035,Yakoob: 4-4-2015,8DPFjf,13062,"",1,Beginner,Sri Lanka,Central Province,2015-05-25,0
1036,Willow Class,5h1uRE,13077,"",1,Beginner,United Kingdom,England,2015-05-25,0
1038,Boobbyy101: 4-5-2015,PUMX3z,13112,"",1,Beginner,Australia,NSW,2015-05-25,0
1039,sandhiya shweta: 4-5-2015,gCawwz,13123,"",1,Beginner,Malaysia,Johor,2015-05-25,0
1040,shykina.olena: 4-5-2015,FSPIfh,13124,"",1,Beginner,Ukraine,Kyiv city,2015-05-25,0
2571,Tuskegee,Y0tg2U,19121,"",1,Intermediate,United States,DC,2015-10-19,0
1043,yukosaka: 4-5-2015,2mMhny,13135,"",1,Advanced,United States,CA,2015-05-25,0
2262,Mrs. Bowker's Class,xE9C2i,24411,"",11,Beginner,United States,UT,2015-10-12,0
2481,English 11/12,8IWL46,27952,"",11,Beginner,United States,VA,2015-10-12,0
2613,ESL 2015-2016,kbf6LJ,30110,"",11,Beginner,United States,TX,2015-11-02,0
2629,Lietners crew,7PV1my,30466,"",1,Beginner,United States,OR,2015-10-06,0
1042,Mrs. Garcia's Second Graders,MLfNVj,13131,"",1,Beginner,United States,TX,2015-05-25,0
1536,Halcott's Heroes,4BMXX1,15262,"",11,Beginner,United States,PA,2015-08-31,0
2662,The Reid's homeschool,VyWo7W,31331,"",11,Beginner,United States,AZ,2015-10-12,0
2654,C&J,qCJaDf,31160,"",11,Beginner,Spain,CM,2015-10-07,0
2667,Mrs. E'S 3rd graders,VxFlYW,31449,"",1,Beginner,United States,WY,2015-10-08,0
2087,MSF,mm9TgC,20527,"",1,Advanced,Germany,HE,2015-09-06,0
1051,kızılcahamam anadolu imam hatip lisesi,u3ajIa,13165,"",1,Beginner,Turkey,Ankara,2015-05-25,0
1052,porthornthan: 4-6-2015,tRXsvQ,13174,"",1,Beginner,Thailand,จ.สงขลา,2015-05-25,0
2263,Ms. Mauch's Class,By0Qup,24428,"",11,Beginner,United States,NE,2015-09-28,0
1054,Prentiss: 4-6-2015,a7ptFM,13179,"",1,Beginner,China,"",2015-05-25,0
1983,1A3,Y8fgvv,18476,"",11,Beginner,United Kingdom,Scotland,2015-09-05,0
1104,Lawkady: 4-11-2015,nh58AW,13373,"",1,Intermediate,Ghana,Greater Accra,2015-05-25,0
1100,Memeisa18: 4-11-2015,ZIeYOV,13365,"",1,Beginner,Bahrain,"",2015-05-25,0
1106,Reus Brown: 4-12-2015,YFFmrH,13386,"",1,Intermediate,South Korea,Gyeonggi-do,2015-05-25,0
1064,raphael: 4-7-2015,0i9B5b,13238,"",11,Beginner,Tanzania,Dar es Salaam,2015-05-25,0
1109,Emery Academy,aCjKvA,13398,"",1,Beginner,United States,TX,2015-05-25,0
1080,Sylvia危: 4-9-2015,nJF81M,13305,"",1,Beginner,Australia,SA,2015-05-25,0
2088,Mrs. Haman's Social Studies,kCVNnT,17882,"",11,Beginner,United States,IA,2015-09-14,0
1088,Emmaao: 4-10-2015,5iDSuI,13330,"",1,Beginner,Norway,"",2015-05-25,0
2393,Sekunda,PmxqAX,26893,"",11,Beginner,Czech Republic,Ústí nad Labem Region,2015-11-01,0
1068,PYP2A,uHFbai,13256,"",1,Beginner,Sweden,Skane County,2015-05-25,0
2228,Spanish 1,y6l6P3,23726,"",1,Beginner,United States,TN,2015-09-21,0
1070,tgibbs19: 4-8-2015,GI2h3o,13264,"",1,Beginner,Australia,NSW,2015-05-25,0
1071,selena15: 4-7-2015,GWfIrS,13265,"",1,Beginner,Jamaica,Saint Catherine Parish,2015-05-25,0
2018,Lynch Class 1,J5IIdx,39,"",1,Beginner,United States,IL,2015-08-31,0
2508,Grade 6 Artemis,hyNJvL,28661,"",11,Beginner,Cambodia,Phnom Penh,2015-10-11,0
2122,World Geography,qTUcJp,21160,"",11,Beginner,United States,TX,2015-09-14,0
2482,Mrs. Green's Class,HMbmhR,27979,"",11,Intermediate,United States,ME,2015-09-29,0
1076,spots905w: 4-8-2015,d9VqaO,13294,"",11,Beginner,United States,KS,2015-05-25,0
2193,8 B,KYcIR0,21472,"",1,Advanced,United States,WA,2015-09-14,0
1537,Mr. Martin's World Explorations,xIo3Vt,15284,"",1,Advanced,United States,MA,2015-09-06,0
2123,4ème EREA,TX29av,21122,"",11,Beginner,France,Burgundy,2015-09-20,0
2053,Crumb,rJZjaq,19361,"",1,Beginner,United States,NC,2015-08-30,0
1082,autumnphan: 4-9-2015,uY75av,13315,"",1,Beginner,United Kingdom,"",2015-05-25,0
1084,neymer mimi: 4-9-2015,GNc9Q6,13320,"",11,Beginner,Uganda,Central Region,2015-05-25,0
2425,Social Studies,xrxEk7,27280,"",12,Beginner,United States,MN,2016-01-04,0
1105,ysabel22: 4-12-2015,LZYaE1,13378,"",1,Beginner,Philippines,"",2015-05-25,0
2455,Mrs. Smith 2nd Grade,WUCclu,27767,"",11,Beginner,United States,SC,2015-10-05,0
1948,Grey's 4th Grade,iKCN8l,18100,"",11,Beginner,United States,AL,2015-08-28,0
1087,Grade 2,lfg3nl,13329,"",1,Beginner,Canada,ON,2015-05-25,0
1712,5th grade Sept.,d9rDVo,13347,"",11,Advanced,United States,MN,2015-09-18,0
1089,frankie: 4-10-2015,upzLn6,13331,"",1,Beginner,United Kingdom,"",2015-05-25,0
1090,neelam: 4-11-2015,7dFPC0,11350,"",1,Beginner,India,DL,2015-05-25,0
2361,6th Grade-Wells,jUKH8F,26342,"",11,Beginner,United States,NE,2015-11-16,0
1570,Room 25,2m8wAT,15457,"",1,Intermediate,New Zealand,Auckland,2015-07-19,0
1093,Mrs. Rolek's Class,3fEOnb,13347,"",11,Advanced,United States,MN,2015-11-09,0
1097,AF2190: 4-11-2015,dJBmql,13351,"",1,Beginner,Australia,NSW,2015-05-25,0
1098,hannahb112: 4-11-2015,0qpc0O,13352,"",1,Beginner,New Zealand,"",2015-05-25,0
2556,7th grade English,BAnYpf,29403,"",11,Advanced,United States,ME,2015-10-05,0
2532,Glide,az84TV,28872,"",11,Beginner,United States,CA,2015-10-12,0
1101,Hasindu: 4-11-2015,rxUqeS,13367,"",1,Beginner,Sri Lanka,WP,2015-05-25,0
2296,Culinary Arts,hBVf3J,20650,"",11,Beginner,United States,TX,2015-09-21,0
1103,_ellie.edge_: 4-11-2015,SZadBp,13370,"",1,Beginner,United Kingdom,"",2015-05-25,0
1603,4/5H,6IPKnt,15769,"",1,Beginner,Australia,NSW,2015-10-05,0
1111,Marcrum,rYYw7B,13402,"",1,Beginner,United States,AZ,2015-05-25,0
1108,happy: 4-12-2015,h5Gm29,13397,"",1,Advanced,Turkey,"",2015-05-25,0
1689,Room 308 15-16,Uz7oNT,16203,"",11,Beginner,United States,IL,2015-09-01,0
1110,shola: 4-12-2015,BbmRvr,13399,"",1,Beginner,United Kingdom,England,2015-05-25,0
1107,mimobrow99: 4-12-2015,o6nVyF,13393,"",1,Beginner,United States,TX,2015-05-25,0
2594,7B,9z0WrP,29839,"",11,Beginner,Denmark,Region Zealand,2015-10-25,0
2614,Mr. Kimball's Creative Writing,qfgplQ,30124,"",11,Intermediate,United States,MI,2015-10-19,0
1050,KaraTyler: 4-5-2015,nM5k1h,13162,"",1,Intermediate,United States,CA,2015-05-25,0
2630,8 Ares,kUfTCg,30543,"",11,Intermediate,Cambodia,Phnom Penh,2015-10-18,0
1145,"Room 8, Year 4/5",uNzTJH,13562,"",1,Beginner,Australia,WA,2015-05-25,0
1116,Lott03: 4-13-2015,20I1FZ,13432,"",1,Beginner,Netherlands,"",2015-05-25,0
1119,hilal: 4-13-2015,3UA2S6,13436,"",1,Intermediate,Turkey,"",2015-05-25,0
1663,Clark 6th Period 2015,nOHMyq,16023,"",11,Intermediate,United States,IN,2015-08-14,0
2124,3ème Paul esquinance,BsoNwT,21328,"",11,Beginner,France,Aquitaine,2015-09-20,0
1120,sunhwa799: 4-13-2015,1zKO8f,13438,"",1,Beginner,Thailand,Bangkok,2015-05-25,0
1160,elima: 4-17-2015,rx4sGL,13655,"",1,Intermediate,Iran,"",2015-05-25,0
1123,rebecca: 4-13-2015,Ibc4zd,13455,"",11,Beginner,United States,NJ,2015-05-25,0
2456,Ms. Shaffer's 3rd Grade Social Studies,LWQ0CL,27769,"",11,Beginner,United States,TX,2015-10-05,0
2159,Tech 6B,GXuTmc,21472,"",1,Intermediate,United States,WA,2015-09-10,0
1127,DNielsen5: 4-14-2015,AgaVNG,13486,"",1,Beginner,United States,IA,2015-05-25,0
1157,izaak: 4-17-2015,4z85RU,13635,"",11,Beginner,United States,CO,2015-06-15,0
2229,PLN Enrichment,KPpWNK,23734,"",11,Beginner,United States,NJ,2015-09-14,0
1136,Ekin: 4-15-2015,5Afnjl,13527,"",1,Beginner,Turkey,"",2015-05-25,0
2089,Geometry,S7u54g,20620,"",11,Advanced,United States,PA,2015-09-15,0
1134,mete: 4-15-2015,EK0CSs,13520,"",1,Intermediate,Turkey,"",2015-05-25,0
1137,Mcculmic009: 4-15-2015,2FYdYT,13521,"",1,Beginner,United States,TX,2015-05-25,0
1112,Marcrum Elementary,d0Ge2m,13402,"",1,Beginner,United States,AZ,2015-05-25,0
2668,rough diamond,DrXeHr,31564,"",11,Beginner,Spain,CT,2015-10-19,0
1144,Nesirov: 4-16-2015,DSd1gg,13561,"",1,Intermediate,Azerbaijan,"",2015-05-25,0
1150,amberwillis: 4-17-2015,84qYQJ,13587,"",1,Beginner,New Zealand,Canterbury,2015-05-25,0
2297,5N,MH4x3z,24991,"",11,Beginner,United States,IL,2015-09-28,0
